objective_id,lesson_id,bloom_level,objective_text,priority_rank,assessed_by
obj_000263,les_emt_000132,apply,Apply a structured EMS assessment and management plan for pharmacology basics at the EMT level.,1,scenario/question
obj_000264,les_emt_000132,analyse,Identify red flags and common pitfalls in pharmacology basics scenarios.,2,question/debrief
obj_000265,les_emt_000133,apply,Apply a structured EMS assessment and management plan for medication math at the EMT level.,1,scenario/question
obj_000266,les_emt_000133,analyse,Identify red flags and common pitfalls in medication math scenarios.,2,question/debrief
obj_000267,les_emt_000134,apply,Apply a structured EMS assessment and management plan for medication math at the EMT level.,1,scenario/question
obj_000268,les_emt_000134,analyse,Identify red flags and common pitfalls in medication math scenarios.,2,question/debrief
obj_000269,les_emt_000135,apply,Apply a structured EMS assessment and management plan for ecg fundamentals at the EMT level.,1,scenario/question
obj_000270,les_emt_000135,analyse,Identify red flags and common pitfalls in ecg fundamentals scenarios.,2,question/debrief
obj_000271,les_emt_000136,apply,Apply a structured EMS assessment and management plan for ecg fundamentals at the EMT level.,1,scenario/question
obj_000272,les_emt_000136,analyse,Identify red flags and common pitfalls in ecg fundamentals scenarios.,2,question/debrief
obj_000273,les_emt_000137,apply,Apply a structured EMS assessment and management plan for vital signs at the EMT level.,1,scenario/question
obj_000274,les_emt_000137,analyse,Identify red flags and common pitfalls in vital signs scenarios.,2,question/debrief
obj_000275,les_emt_000138,apply,Apply a structured EMS assessment and management plan for vital signs at the EMT level.,1,scenario/question
obj_000276,les_emt_000138,analyse,Identify red flags and common pitfalls in vital signs scenarios.,2,question/debrief
obj_000277,les_emt_000139,apply,Apply a structured EMS assessment and management plan for assessment frameworks at the EMT level.,1,scenario/question
obj_000278,les_emt_000139,analyse,Identify red flags and common pitfalls in assessment frameworks scenarios.,2,question/debrief
obj_000279,les_emt_000140,apply,Apply a structured EMS assessment and management plan for assessment frameworks at the EMT level.,1,scenario/question
obj_000280,les_emt_000140,analyse,Identify red flags and common pitfalls in assessment frameworks scenarios.,2,question/debrief
obj_000281,les_emt_000141,apply,Apply a structured EMS assessment and management plan for communication at the EMT level.,1,scenario/question
obj_000282,les_emt_000141,analyse,Identify red flags and common pitfalls in communication scenarios.,2,question/debrief
obj_000283,les_emt_000142,apply,Apply a structured EMS assessment and management plan for communication at the EMT level.,1,scenario/question
obj_000284,les_emt_000142,analyse,Identify red flags and common pitfalls in communication scenarios.,2,question/debrief
obj_000285,les_emt_000143,apply,Apply a structured EMS assessment and management plan for ethics at the EMT level.,1,scenario/question
obj_000286,les_emt_000143,analyse,Identify red flags and common pitfalls in ethics scenarios.,2,question/debrief
obj_000287,les_emt_000144,apply,Apply a structured EMS assessment and management plan for ethics at the EMT level.,1,scenario/question
obj_000288,les_emt_000144,analyse,Identify red flags and common pitfalls in ethics scenarios.,2,question/debrief
obj_000289,les_aemt_000145,apply,Apply a structured EMS assessment and management plan for airway anatomy at the AEMT level.,1,scenario/question
obj_000290,les_aemt_000145,analyse,Identify red flags and common pitfalls in airway anatomy scenarios.,2,question/debrief
obj_000291,les_aemt_000146,apply,Apply a structured EMS assessment and management plan for airway anatomy at the AEMT level.,1,scenario/question
obj_000292,les_aemt_000146,analyse,Identify red flags and common pitfalls in airway anatomy scenarios.,2,question/debrief
obj_000293,les_aemt_000147,apply,Apply a structured EMS assessment and management plan for airway anatomy at the AEMT level.,1,scenario/question
obj_000294,les_aemt_000147,analyse,Identify red flags and common pitfalls in airway anatomy scenarios.,2,question/debrief
obj_000295,les_aemt_000148,apply,Apply a structured EMS assessment and management plan for airway assessment at the AEMT level.,1,scenario/question
obj_000296,les_aemt_000148,analyse,Identify red flags and common pitfalls in airway assessment scenarios.,2,question/debrief
obj_000297,les_aemt_000149,apply,Apply a structured EMS assessment and management plan for airway assessment at the AEMT level.,1,scenario/question
obj_000298,les_aemt_000149,analyse,Identify red flags and common pitfalls in airway assessment scenarios.,2,question/debrief
obj_000299,les_aemt_000150,apply,Apply a structured EMS assessment and management plan for airway assessment at the AEMT level.,1,scenario/question
obj_000300,les_aemt_000150,analyse,Identify red flags and common pitfalls in airway assessment scenarios.,2,question/debrief
obj_000301,les_aemt_000151,apply,Apply a structured EMS assessment and management plan for oxygen delivery at the AEMT level.,1,scenario/question
obj_000302,les_aemt_000151,analyse,Identify red flags and common pitfalls in oxygen delivery scenarios.,2,question/debrief
obj_000303,les_aemt_000152,apply,Apply a structured EMS assessment and management plan for oxygen delivery at the AEMT level.,1,scenario/question
obj_000304,les_aemt_000152,analyse,Identify red flags and common pitfalls in oxygen delivery scenarios.,2,question/debrief
obj_000305,les_aemt_000153,apply,Apply a structured EMS assessment and management plan for oxygen delivery at the AEMT level.,1,scenario/question
obj_000306,les_aemt_000153,analyse,Identify red flags and common pitfalls in oxygen delivery scenarios.,2,question/debrief
obj_000307,les_aemt_000154,apply,Apply a structured EMS assessment and management plan for bvm ventilation at the AEMT level.,1,scenario/question
obj_000308,les_aemt_000154,analyse,Identify red flags and common pitfalls in bvm ventilation scenarios.,2,question/debrief
obj_000309,les_aemt_000155,apply,Apply a structured EMS assessment and management plan for bvm ventilation at the AEMT level.,1,scenario/question
obj_000310,les_aemt_000155,analyse,Identify red flags and common pitfalls in bvm ventilation scenarios.,2,question/debrief
obj_000311,les_aemt_000156,apply,Apply a structured EMS assessment and management plan for bvm ventilation at the AEMT level.,1,scenario/question
obj_000312,les_aemt_000156,analyse,Identify red flags and common pitfalls in bvm ventilation scenarios.,2,question/debrief
obj_000313,les_aemt_000157,apply,Apply a structured EMS assessment and management plan for suctioning at the AEMT level.,1,scenario/question
obj_000314,les_aemt_000157,analyse,Identify red flags and common pitfalls in suctioning scenarios.,2,question/debrief
obj_000315,les_aemt_000158,apply,Apply a structured EMS assessment and management plan for suctioning at the AEMT level.,1,scenario/question
obj_000316,les_aemt_000158,analyse,Identify red flags and common pitfalls in suctioning scenarios.,2,question/debrief
obj_000317,les_aemt_000159,apply,Apply a structured EMS assessment and management plan for suctioning at the AEMT level.,1,scenario/question
obj_000318,les_aemt_000159,analyse,Identify red flags and common pitfalls in suctioning scenarios.,2,question/debrief
obj_000319,les_aemt_000160,apply,Apply a structured EMS assessment and management plan for adjuncts at the AEMT level.,1,scenario/question
obj_000320,les_aemt_000160,analyse,Identify red flags and common pitfalls in adjuncts scenarios.,2,question/debrief
obj_000321,les_aemt_000161,apply,Apply a structured EMS assessment and management plan for adjuncts at the AEMT level.,1,scenario/question
obj_000322,les_aemt_000161,analyse,Identify red flags and common pitfalls in adjuncts scenarios.,2,question/debrief
obj_000323,les_aemt_000162,apply,Apply a structured EMS assessment and management plan for adjuncts at the AEMT level.,1,scenario/question
obj_000324,les_aemt_000162,analyse,Identify red flags and common pitfalls in adjuncts scenarios.,2,question/debrief
obj_000325,les_aemt_000163,apply,Apply a structured EMS assessment and management plan for cpap at the AEMT level.,1,scenario/question
obj_000326,les_aemt_000163,analyse,Identify red flags and common pitfalls in cpap scenarios.,2,question/debrief
obj_000327,les_aemt_000164,apply,Apply a structured EMS assessment and management plan for cpap at the AEMT level.,1,scenario/question
obj_000328,les_aemt_000164,analyse,Identify red flags and common pitfalls in cpap scenarios.,2,question/debrief
obj_000329,les_aemt_000165,apply,Apply a structured EMS assessment and management plan for cpap at the AEMT level.,1,scenario/question
obj_000330,les_aemt_000165,analyse,Identify red flags and common pitfalls in cpap scenarios.,2,question/debrief
obj_000331,les_aemt_000166,apply,Apply a structured EMS assessment and management plan for respiratory distress at the AEMT level.,1,scenario/question
obj_000332,les_aemt_000166,analyse,Identify red flags and common pitfalls in respiratory distress scenarios.,2,question/debrief
obj_000333,les_aemt_000167,apply,Apply a structured EMS assessment and management plan for respiratory distress at the AEMT level.,1,scenario/question
obj_000334,les_aemt_000167,analyse,Identify red flags and common pitfalls in respiratory distress scenarios.,2,question/debrief
obj_000335,les_aemt_000168,apply,Apply a structured EMS assessment and management plan for respiratory distress at the AEMT level.,1,scenario/question
obj_000336,les_aemt_000168,analyse,Identify red flags and common pitfalls in respiratory distress scenarios.,2,question/debrief
obj_000337,les_aemt_000169,apply,Apply a structured EMS assessment and management plan for asthma copd at the AEMT level.,1,scenario/question
obj_000338,les_aemt_000169,analyse,Identify red flags and common pitfalls in asthma copd scenarios.,2,question/debrief
obj_000339,les_aemt_000170,apply,Apply a structured EMS assessment and management plan for asthma copd at the AEMT level.,1,scenario/question
obj_000340,les_aemt_000170,analyse,Identify red flags and common pitfalls in asthma copd scenarios.,2,question/debrief
obj_000341,les_aemt_000171,apply,Apply a structured EMS assessment and management plan for asthma copd at the AEMT level.,1,scenario/question
obj_000342,les_aemt_000171,analyse,Identify red flags and common pitfalls in asthma copd scenarios.,2,question/debrief
obj_000343,les_aemt_000172,apply,Apply a structured EMS assessment and management plan for pulmonary edema at the AEMT level.,1,scenario/question
obj_000344,les_aemt_000172,analyse,Identify red flags and common pitfalls in pulmonary edema scenarios.,2,question/debrief
obj_000345,les_aemt_000173,apply,Apply a structured EMS assessment and management plan for pulmonary edema at the AEMT level.,1,scenario/question
obj_000346,les_aemt_000173,analyse,Identify red flags and common pitfalls in pulmonary edema scenarios.,2,question/debrief
obj_000347,les_aemt_000174,apply,Apply a structured EMS assessment and management plan for pulmonary edema at the AEMT level.,1,scenario/question
obj_000348,les_aemt_000174,analyse,Identify red flags and common pitfalls in pulmonary edema scenarios.,2,question/debrief
obj_000349,les_aemt_000175,apply,Apply a structured EMS assessment and management plan for anaphylaxis airway at the AEMT level.,1,scenario/question
obj_000350,les_aemt_000175,analyse,Identify red flags and common pitfalls in anaphylaxis airway scenarios.,2,question/debrief
obj_000351,les_aemt_000176,apply,Apply a structured EMS assessment and management plan for anaphylaxis airway at the AEMT level.,1,scenario/question
obj_000352,les_aemt_000176,analyse,Identify red flags and common pitfalls in anaphylaxis airway scenarios.,2,question/debrief
obj_000353,les_aemt_000177,apply,Apply a structured EMS assessment and management plan for anaphylaxis airway at the AEMT level.,1,scenario/question
obj_000354,les_aemt_000177,analyse,Identify red flags and common pitfalls in anaphylaxis airway scenarios.,2,question/debrief
obj_000355,les_aemt_000178,apply,Apply a structured EMS assessment and management plan for ventilation monitoring at the AEMT level.,1,scenario/question
obj_000356,les_aemt_000178,analyse,Identify red flags and common pitfalls in ventilation monitoring scenarios.,2,question/debrief
obj_000357,les_aemt_000179,apply,Apply a structured EMS assessment and management plan for ventilation monitoring at the AEMT level.,1,scenario/question
obj_000358,les_aemt_000179,analyse,Identify red flags and common pitfalls in ventilation monitoring scenarios.,2,question/debrief
obj_000359,les_aemt_000180,apply,Apply a structured EMS assessment and management plan for ventilation monitoring at the AEMT level.,1,scenario/question
obj_000360,les_aemt_000180,analyse,Identify red flags and common pitfalls in ventilation monitoring scenarios.,2,question/debrief
obj_000361,les_aemt_000181,apply,Apply a structured EMS assessment and management plan for cardiac anatomy at the AEMT level.,1,scenario/question
obj_000362,les_aemt_000181,analyse,Identify red flags and common pitfalls in cardiac anatomy scenarios.,2,question/debrief
obj_000363,les_aemt_000182,apply,Apply a structured EMS assessment and management plan for cardiac anatomy at the AEMT level.,1,scenario/question
obj_000364,les_aemt_000182,analyse,Identify red flags and common pitfalls in cardiac anatomy scenarios.,2,question/debrief
obj_000365,les_aemt_000183,apply,Apply a structured EMS assessment and management plan for cardiac anatomy at the AEMT level.,1,scenario/question
obj_000366,les_aemt_000183,analyse,Identify red flags and common pitfalls in cardiac anatomy scenarios.,2,question/debrief
obj_000367,les_aemt_000184,apply,Apply a structured EMS assessment and management plan for chest pain at the AEMT level.,1,scenario/question
obj_000368,les_aemt_000184,analyse,Identify red flags and common pitfalls in chest pain scenarios.,2,question/debrief
obj_000369,les_aemt_000185,apply,Apply a structured EMS assessment and management plan for chest pain at the AEMT level.,1,scenario/question
obj_000370,les_aemt_000185,analyse,Identify red flags and common pitfalls in chest pain scenarios.,2,question/debrief
obj_000371,les_aemt_000186,apply,Apply a structured EMS assessment and management plan for chest pain at the AEMT level.,1,scenario/question
obj_000372,les_aemt_000186,analyse,Identify red flags and common pitfalls in chest pain scenarios.,2,question/debrief
obj_000373,les_aemt_000187,apply,Apply a structured EMS assessment and management plan for acs at the AEMT level.,1,scenario/question
obj_000374,les_aemt_000187,analyse,Identify red flags and common pitfalls in acs scenarios.,2,question/debrief
obj_000375,les_aemt_000188,apply,Apply a structured EMS assessment and management plan for acs at the AEMT level.,1,scenario/question
obj_000376,les_aemt_000188,analyse,Identify red flags and common pitfalls in acs scenarios.,2,question/debrief
obj_000377,les_aemt_000189,apply,Apply a structured EMS assessment and management plan for acs at the AEMT level.,1,scenario/question
obj_000378,les_aemt_000189,analyse,Identify red flags and common pitfalls in acs scenarios.,2,question/debrief
obj_000379,les_aemt_000190,apply,Apply a structured EMS assessment and management plan for heart failure at the AEMT level.,1,scenario/question
obj_000380,les_aemt_000190,analyse,Identify red flags and common pitfalls in heart failure scenarios.,2,question/debrief
obj_000381,les_aemt_000191,apply,Apply a structured EMS assessment and management plan for heart failure at the AEMT level.,1,scenario/question
obj_000382,les_aemt_000191,analyse,Identify red flags and common pitfalls in heart failure scenarios.,2,question/debrief
obj_000383,les_aemt_000192,apply,Apply a structured EMS assessment and management plan for heart failure at the AEMT level.,1,scenario/question
obj_000384,les_aemt_000192,analyse,Identify red flags and common pitfalls in heart failure scenarios.,2,question/debrief
obj_000385,les_aemt_000193,apply,Apply a structured EMS assessment and management plan for cardiac arrest at the AEMT level.,1,scenario/question
obj_000386,les_aemt_000193,analyse,Identify red flags and common pitfalls in cardiac arrest scenarios.,2,question/debrief
obj_000387,les_aemt_000194,apply,Apply a structured EMS assessment and management plan for cardiac arrest at the AEMT level.,1,scenario/question
obj_000388,les_aemt_000194,analyse,Identify red flags and common pitfalls in cardiac arrest scenarios.,2,question/debrief
obj_000389,les_aemt_000195,apply,Apply a structured EMS assessment and management plan for cardiac arrest at the AEMT level.,1,scenario/question
obj_000390,les_aemt_000195,analyse,Identify red flags and common pitfalls in cardiac arrest scenarios.,2,question/debrief
obj_000391,les_aemt_000196,apply,Apply a structured EMS assessment and management plan for bradycardia at the AEMT level.,1,scenario/question
obj_000392,les_aemt_000196,analyse,Identify red flags and common pitfalls in bradycardia scenarios.,2,question/debrief
obj_000393,les_aemt_000197,apply,Apply a structured EMS assessment and management plan for bradycardia at the AEMT level.,1,scenario/question
obj_000394,les_aemt_000197,analyse,Identify red flags and common pitfalls in bradycardia scenarios.,2,question/debrief
obj_000395,les_aemt_000198,apply,Apply a structured EMS assessment and management plan for bradycardia at the AEMT level.,1,scenario/question
obj_000396,les_aemt_000198,analyse,Identify red flags and common pitfalls in bradycardia scenarios.,2,question/debrief
obj_000397,les_aemt_000199,apply,Apply a structured EMS assessment and management plan for tachycardia at the AEMT level.,1,scenario/question
obj_000398,les_aemt_000199,analyse,Identify red flags and common pitfalls in tachycardia scenarios.,2,question/debrief
obj_000399,les_aemt_000200,apply,Apply a structured EMS assessment and management plan for tachycardia at the AEMT level.,1,scenario/question
obj_000400,les_aemt_000200,analyse,Identify red flags and common pitfalls in tachycardia scenarios.,2,question/debrief
obj_000401,les_aemt_000201,apply,Apply a structured EMS assessment and management plan for tachycardia at the AEMT level.,1,scenario/question
obj_000402,les_aemt_000201,analyse,Identify red flags and common pitfalls in tachycardia scenarios.,2,question/debrief
obj_000403,les_aemt_000202,apply,Apply a structured EMS assessment and management plan for shockable rhythms at the AEMT level.,1,scenario/question
obj_000404,les_aemt_000202,analyse,Identify red flags and common pitfalls in shockable rhythms scenarios.,2,question/debrief
obj_000405,les_aemt_000203,apply,Apply a structured EMS assessment and management plan for shockable rhythms at the AEMT level.,1,scenario/question
obj_000406,les_aemt_000203,analyse,Identify red flags and common pitfalls in shockable rhythms scenarios.,2,question/debrief
obj_000407,les_aemt_000204,apply,Apply a structured EMS assessment and management plan for shockable rhythms at the AEMT level.,1,scenario/question
obj_000408,les_aemt_000204,analyse,Identify red flags and common pitfalls in shockable rhythms scenarios.,2,question/debrief
obj_000409,les_aemt_000205,apply,Apply a structured EMS assessment and management plan for ecg basics at the AEMT level.,1,scenario/question
obj_000410,les_aemt_000205,analyse,Identify red flags and common pitfalls in ecg basics scenarios.,2,question/debrief
obj_000411,les_aemt_000206,apply,Apply a structured EMS assessment and management plan for ecg basics at the AEMT level.,1,scenario/question
obj_000412,les_aemt_000206,analyse,Identify red flags and common pitfalls in ecg basics scenarios.,2,question/debrief
obj_000413,les_aemt_000207,apply,Apply a structured EMS assessment and management plan for ecg basics at the AEMT level.,1,scenario/question
obj_000414,les_aemt_000207,analyse,Identify red flags and common pitfalls in ecg basics scenarios.,2,question/debrief
obj_000415,les_aemt_000208,apply,Apply a structured EMS assessment and management plan for twelve lead at the AEMT level.,1,scenario/question
obj_000416,les_aemt_000208,analyse,Identify red flags and common pitfalls in twelve lead scenarios.,2,question/debrief
obj_000417,les_aemt_000209,apply,Apply a structured EMS assessment and management plan for twelve lead at the AEMT level.,1,scenario/question
obj_000418,les_aemt_000209,analyse,Identify red flags and common pitfalls in twelve lead scenarios.,2,question/debrief
obj_000419,les_aemt_000210,apply,Apply a structured EMS assessment and management plan for twelve lead at the AEMT level.,1,scenario/question
obj_000420,les_aemt_000210,analyse,Identify red flags and common pitfalls in twelve lead scenarios.,2,question/debrief
obj_000421,les_aemt_000211,apply,Apply a structured EMS assessment and management plan for stemi recognition at the AEMT level.,1,scenario/question
obj_000422,les_aemt_000211,analyse,Identify red flags and common pitfalls in stemi recognition scenarios.,2,question/debrief
obj_000423,les_aemt_000212,apply,Apply a structured EMS assessment and management plan for stemi recognition at the AEMT level.,1,scenario/question
obj_000424,les_aemt_000212,analyse,Identify red flags and common pitfalls in stemi recognition scenarios.,2,question/debrief
obj_000425,les_aemt_000213,apply,Apply a structured EMS assessment and management plan for stemi recognition at the AEMT level.,1,scenario/question
obj_000426,les_aemt_000213,analyse,Identify red flags and common pitfalls in stemi recognition scenarios.,2,question/debrief
obj_000427,les_aemt_000214,apply,Apply a structured EMS assessment and management plan for post rosc at the AEMT level.,1,scenario/question
obj_000428,les_aemt_000214,analyse,Identify red flags and common pitfalls in post rosc scenarios.,2,question/debrief
obj_000429,les_aemt_000215,apply,Apply a structured EMS assessment and management plan for post rosc at the AEMT level.,1,scenario/question
obj_000430,les_aemt_000215,analyse,Identify red flags and common pitfalls in post rosc scenarios.,2,question/debrief
obj_000431,les_aemt_000216,apply,Apply a structured EMS assessment and management plan for post rosc at the AEMT level.,1,scenario/question
obj_000432,les_aemt_000216,analyse,Identify red flags and common pitfalls in post rosc scenarios.,2,question/debrief
obj_000433,les_aemt_000217,apply,Apply a structured EMS assessment and management plan for bleeding control at the AEMT level.,1,scenario/question
obj_000434,les_aemt_000217,analyse,Identify red flags and common pitfalls in bleeding control scenarios.,2,question/debrief
obj_000435,les_aemt_000218,apply,Apply a structured EMS assessment and management plan for bleeding control at the AEMT level.,1,scenario/question
obj_000436,les_aemt_000218,analyse,Identify red flags and common pitfalls in bleeding control scenarios.,2,question/debrief
obj_000437,les_aemt_000219,apply,Apply a structured EMS assessment and management plan for bleeding control at the AEMT level.,1,scenario/question
obj_000438,les_aemt_000219,analyse,Identify red flags and common pitfalls in bleeding control scenarios.,2,question/debrief
obj_000439,les_aemt_000220,apply,Apply a structured EMS assessment and management plan for shock trauma at the AEMT level.,1,scenario/question
obj_000440,les_aemt_000220,analyse,Identify red flags and common pitfalls in shock trauma scenarios.,2,question/debrief
obj_000441,les_aemt_000221,apply,Apply a structured EMS assessment and management plan for shock trauma at the AEMT level.,1,scenario/question
obj_000442,les_aemt_000221,analyse,Identify red flags and common pitfalls in shock trauma scenarios.,2,question/debrief
obj_000443,les_aemt_000222,apply,Apply a structured EMS assessment and management plan for shock trauma at the AEMT level.,1,scenario/question
obj_000444,les_aemt_000222,analyse,Identify red flags and common pitfalls in shock trauma scenarios.,2,question/debrief
obj_000445,les_aemt_000223,apply,Apply a structured EMS assessment and management plan for head injury at the AEMT level.,1,scenario/question
obj_000446,les_aemt_000223,analyse,Identify red flags and common pitfalls in head injury scenarios.,2,question/debrief
obj_000447,les_aemt_000224,apply,Apply a structured EMS assessment and management plan for head injury at the AEMT level.,1,scenario/question
obj_000448,les_aemt_000224,analyse,Identify red flags and common pitfalls in head injury scenarios.,2,question/debrief
obj_000449,les_aemt_000225,apply,Apply a structured EMS assessment and management plan for head injury at the AEMT level.,1,scenario/question
obj_000450,les_aemt_000225,analyse,Identify red flags and common pitfalls in head injury scenarios.,2,question/debrief
obj_000451,les_aemt_000226,apply,Apply a structured EMS assessment and management plan for spinal motion at the AEMT level.,1,scenario/question
obj_000452,les_aemt_000226,analyse,Identify red flags and common pitfalls in spinal motion scenarios.,2,question/debrief
obj_000453,les_aemt_000227,apply,Apply a structured EMS assessment and management plan for spinal motion at the AEMT level.,1,scenario/question
obj_000454,les_aemt_000227,analyse,Identify red flags and common pitfalls in spinal motion scenarios.,2,question/debrief
obj_000455,les_aemt_000228,apply,Apply a structured EMS assessment and management plan for spinal motion at the AEMT level.,1,scenario/question
obj_000456,les_aemt_000228,analyse,Identify red flags and common pitfalls in spinal motion scenarios.,2,question/debrief
obj_000457,les_aemt_000229,apply,Apply a structured EMS assessment and management plan for chest trauma at the AEMT level.,1,scenario/question
obj_000458,les_aemt_000229,analyse,Identify red flags and common pitfalls in chest trauma scenarios.,2,question/debrief
obj_000459,les_aemt_000230,apply,Apply a structured EMS assessment and management plan for chest trauma at the AEMT level.,1,scenario/question
obj_000460,les_aemt_000230,analyse,Identify red flags and common pitfalls in chest trauma scenarios.,2,question/debrief
obj_000461,les_aemt_000231,apply,Apply a structured EMS assessment and management plan for chest trauma at the AEMT level.,1,scenario/question
obj_000462,les_aemt_000231,analyse,Identify red flags and common pitfalls in chest trauma scenarios.,2,question/debrief
obj_000463,les_aemt_000232,apply,Apply a structured EMS assessment and management plan for abdominal trauma at the AEMT level.,1,scenario/question
obj_000464,les_aemt_000232,analyse,Identify red flags and common pitfalls in abdominal trauma scenarios.,2,question/debrief
obj_000465,les_aemt_000233,apply,Apply a structured EMS assessment and management plan for abdominal trauma at the AEMT level.,1,scenario/question
obj_000466,les_aemt_000233,analyse,Identify red flags and common pitfalls in abdominal trauma scenarios.,2,question/debrief
obj_000467,les_aemt_000234,apply,Apply a structured EMS assessment and management plan for abdominal trauma at the AEMT level.,1,scenario/question
obj_000468,les_aemt_000234,analyse,Identify red flags and common pitfalls in abdominal trauma scenarios.,2,question/debrief
obj_000469,les_aemt_000235,apply,Apply a structured EMS assessment and management plan for pelvic injury at the AEMT level.,1,scenario/question
obj_000470,les_aemt_000235,analyse,Identify red flags and common pitfalls in pelvic injury scenarios.,2,question/debrief
obj_000471,les_aemt_000236,apply,Apply a structured EMS assessment and management plan for pelvic injury at the AEMT level.,1,scenario/question
obj_000472,les_aemt_000236,analyse,Identify red flags and common pitfalls in pelvic injury scenarios.,2,question/debrief
obj_000473,les_aemt_000237,apply,Apply a structured EMS assessment and management plan for pelvic injury at the AEMT level.,1,scenario/question
obj_000474,les_aemt_000237,analyse,Identify red flags and common pitfalls in pelvic injury scenarios.,2,question/debrief
obj_000475,les_aemt_000238,apply,Apply a structured EMS assessment and management plan for extremity injury at the AEMT level.,1,scenario/question
obj_000476,les_aemt_000238,analyse,Identify red flags and common pitfalls in extremity injury scenarios.,2,question/debrief
obj_000477,les_aemt_000239,apply,Apply a structured EMS assessment and management plan for extremity injury at the AEMT level.,1,scenario/question
obj_000478,les_aemt_000239,analyse,Identify red flags and common pitfalls in extremity injury scenarios.,2,question/debrief
obj_000479,les_aemt_000240,apply,Apply a structured EMS assessment and management plan for extremity injury at the AEMT level.,1,scenario/question
obj_000480,les_aemt_000240,analyse,Identify red flags and common pitfalls in extremity injury scenarios.,2,question/debrief
obj_000481,les_aemt_000241,apply,Apply a structured EMS assessment and management plan for burns at the AEMT level.,1,scenario/question
obj_000482,les_aemt_000241,analyse,Identify red flags and common pitfalls in burns scenarios.,2,question/debrief
obj_000483,les_aemt_000242,apply,Apply a structured EMS assessment and management plan for burns at the AEMT level.,1,scenario/question
obj_000484,les_aemt_000242,analyse,Identify red flags and common pitfalls in burns scenarios.,2,question/debrief
obj_000485,les_aemt_000243,apply,Apply a structured EMS assessment and management plan for burns at the AEMT level.,1,scenario/question
obj_000486,les_aemt_000243,analyse,Identify red flags and common pitfalls in burns scenarios.,2,question/debrief
obj_000487,les_aemt_000244,apply,Apply a structured EMS assessment and management plan for crush injury at the AEMT level.,1,scenario/question
obj_000488,les_aemt_000244,analyse,Identify red flags and common pitfalls in crush injury scenarios.,2,question/debrief
obj_000489,les_aemt_000245,apply,Apply a structured EMS assessment and management plan for crush injury at the AEMT level.,1,scenario/question
obj_000490,les_aemt_000245,analyse,Identify red flags and common pitfalls in crush injury scenarios.,2,question/debrief
obj_000491,les_aemt_000246,apply,Apply a structured EMS assessment and management plan for crush injury at the AEMT level.,1,scenario/question
obj_000492,les_aemt_000246,analyse,Identify red flags and common pitfalls in crush injury scenarios.,2,question/debrief
obj_000493,les_aemt_000247,apply,Apply a structured EMS assessment and management plan for trauma triage at the AEMT level.,1,scenario/question
obj_000494,les_aemt_000247,analyse,Identify red flags and common pitfalls in trauma triage scenarios.,2,question/debrief
obj_000495,les_aemt_000248,apply,Apply a structured EMS assessment and management plan for trauma triage at the AEMT level.,1,scenario/question
obj_000496,les_aemt_000248,analyse,Identify red flags and common pitfalls in trauma triage scenarios.,2,question/debrief
obj_000497,les_aemt_000249,apply,Apply a structured EMS assessment and management plan for trauma triage at the AEMT level.,1,scenario/question
obj_000498,les_aemt_000249,analyse,Identify red flags and common pitfalls in trauma triage scenarios.,2,question/debrief
obj_000499,les_aemt_000250,apply,Apply a structured EMS assessment and management plan for special trauma at the AEMT level.,1,scenario/question
obj_000500,les_aemt_000250,analyse,Identify red flags and common pitfalls in special trauma scenarios.,2,question/debrief
obj_000501,les_aemt_000251,apply,Apply a structured EMS assessment and management plan for special trauma at the AEMT level.,1,scenario/question
obj_000502,les_aemt_000251,analyse,Identify red flags and common pitfalls in special trauma scenarios.,2,question/debrief
obj_000503,les_aemt_000252,apply,Apply a structured EMS assessment and management plan for special trauma at the AEMT level.,1,scenario/question
obj_000504,les_aemt_000252,analyse,Identify red flags and common pitfalls in special trauma scenarios.,2,question/debrief
obj_000505,les_aemt_000253,apply,Apply a structured EMS assessment and management plan for altered mental status at the AEMT level.,1,scenario/question
obj_000506,les_aemt_000253,analyse,Identify red flags and common pitfalls in altered mental status scenarios.,2,question/debrief
obj_000507,les_aemt_000254,apply,Apply a structured EMS assessment and management plan for altered mental status at the AEMT level.,1,scenario/question
obj_000508,les_aemt_000254,analyse,Identify red flags and common pitfalls in altered mental status scenarios.,2,question/debrief
obj_000509,les_aemt_000255,apply,Apply a structured EMS assessment and management plan for altered mental status at the AEMT level.,1,scenario/question
obj_000510,les_aemt_000255,analyse,Identify red flags and common pitfalls in altered mental status scenarios.,2,question/debrief
obj_000511,les_aemt_000256,apply,Apply a structured EMS assessment and management plan for stroke at the AEMT level.,1,scenario/question
obj_000512,les_aemt_000256,analyse,Identify red flags and common pitfalls in stroke scenarios.,2,question/debrief
obj_000513,les_aemt_000257,apply,Apply a structured EMS assessment and management plan for stroke at the AEMT level.,1,scenario/question
obj_000514,les_aemt_000257,analyse,Identify red flags and common pitfalls in stroke scenarios.,2,question/debrief
obj_000515,les_aemt_000258,apply,Apply a structured EMS assessment and management plan for stroke at the AEMT level.,1,scenario/question
obj_000516,les_aemt_000258,analyse,Identify red flags and common pitfalls in stroke scenarios.,2,question/debrief
obj_000517,les_aemt_000259,apply,Apply a structured EMS assessment and management plan for seizure at the AEMT level.,1,scenario/question
obj_000518,les_aemt_000259,analyse,Identify red flags and common pitfalls in seizure scenarios.,2,question/debrief
