step_id,scenario_id,phase,cue_text,data_payload_json,expected_action,scope_allowed,dangerous_wrong_action,consequence_text,next_default_step_id
step_000097,scn_emt_000010,reassessment,Reassessment: MCI school bus incident. Vital signs and clues evolve based on actions.,"{""hr"": 98, ""rr"": 19, ""bp"": ""protocol_case"", ""spo2"": 95, ""pain"": 2, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform reassessment tasks, identify life threats, stay within EMT scope, and reassess.",emt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_000098
step_000098,scn_emt_000010,transport,Transport: MCI school bus incident. Vital signs and clues evolve based on actions.,"{""hr"": 98, ""rr"": 19, ""bp"": ""protocol_case"", ""spo2"": 95, ""pain"": 2, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform transport tasks, identify life threats, stay within EMT scope, and reassess.",emt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_000099
step_000099,scn_emt_000010,handoff,Handoff: MCI school bus incident. Vital signs and clues evolve based on actions.,"{""hr"": 98, ""rr"": 19, ""bp"": ""protocol_case"", ""spo2"": 95, ""pain"": 2, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform handoff tasks, identify life threats, stay within EMT scope, and reassess.",emt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_000100
step_000100,scn_emt_000010,debrief,Debrief: MCI school bus incident. Vital signs and clues evolve based on actions.,"{""hr"": 98, ""rr"": 19, ""bp"": ""protocol_case"", ""spo2"": 95, ""pain"": 2, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform debrief tasks, identify life threats, stay within EMT scope, and reassess.",emt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,
step_000101,scn_emt_000011,dispatch,Dispatch: Behavioral crisis with safety concern. Vital signs and clues evolve based on actions.,"{""hr"": 98, ""rr"": 19, ""bp"": ""protocol_case"", ""spo2"": 95, ""pain"": 2, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform dispatch tasks, identify life threats, stay within EMT scope, and reassess.",emt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_000102
step_000102,scn_emt_000011,arrival,Arrival: Behavioral crisis with safety concern. Vital signs and clues evolve based on actions.,"{""hr"": 98, ""rr"": 19, ""bp"": ""protocol_case"", ""spo2"": 95, ""pain"": 2, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform arrival tasks, identify life threats, stay within EMT scope, and reassess.",emt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_000103
step_000103,scn_emt_000011,scene_size_up,Scene Size Up: Behavioral crisis with safety concern. Vital signs and clues evolve based on actions.,"{""hr"": 98, ""rr"": 19, ""bp"": ""protocol_case"", ""spo2"": 95, ""pain"": 2, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform scene size up tasks, identify life threats, stay within EMT scope, and reassess.",emt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_000104
step_000104,scn_emt_000011,primary,Primary: Behavioral crisis with safety concern. Vital signs and clues evolve based on actions.,"{""hr"": 98, ""rr"": 19, ""bp"": ""protocol_case"", ""spo2"": 95, ""pain"": 2, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform primary tasks, identify life threats, stay within EMT scope, and reassess.",emt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_000105
step_000105,scn_emt_000011,immediate_interventions,Immediate Interventions: Behavioral crisis with safety concern. Vital signs and clues evolve based on actions.,"{""hr"": 98, ""rr"": 19, ""bp"": ""protocol_case"", ""spo2"": 95, ""pain"": 2, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform immediate interventions tasks, identify life threats, stay within EMT scope, and reassess.",emt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_000106
step_000106,scn_emt_000011,secondary,Secondary: Behavioral crisis with safety concern. Vital signs and clues evolve based on actions.,"{""hr"": 98, ""rr"": 19, ""bp"": ""protocol_case"", ""spo2"": 95, ""pain"": 2, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform secondary tasks, identify life threats, stay within EMT scope, and reassess.",emt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_000107
step_000107,scn_emt_000011,reassessment,Reassessment: Behavioral crisis with safety concern. Vital signs and clues evolve based on actions.,"{""hr"": 98, ""rr"": 19, ""bp"": ""protocol_case"", ""spo2"": 95, ""pain"": 2, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform reassessment tasks, identify life threats, stay within EMT scope, and reassess.",emt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_000108
step_000108,scn_emt_000011,transport,Transport: Behavioral crisis with safety concern. Vital signs and clues evolve based on actions.,"{""hr"": 98, ""rr"": 19, ""bp"": ""protocol_case"", ""spo2"": 95, ""pain"": 2, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform transport tasks, identify life threats, stay within EMT scope, and reassess.",emt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_000109
step_000109,scn_emt_000011,handoff,Handoff: Behavioral crisis with safety concern. Vital signs and clues evolve based on actions.,"{""hr"": 98, ""rr"": 19, ""bp"": ""protocol_case"", ""spo2"": 95, ""pain"": 2, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform handoff tasks, identify life threats, stay within EMT scope, and reassess.",emt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_000110
step_000110,scn_emt_000011,debrief,Debrief: Behavioral crisis with safety concern. Vital signs and clues evolve based on actions.,"{""hr"": 98, ""rr"": 19, ""bp"": ""protocol_case"", ""spo2"": 95, ""pain"": 2, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform debrief tasks, identify life threats, stay within EMT scope, and reassess.",emt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,
step_000111,scn_emt_000012,dispatch,Dispatch: Respiratory distress with wheezing. Vital signs and clues evolve based on actions.,"{""hr"": 106, ""rr"": 20, ""bp"": ""protocol_case"", ""spo2"": 94, ""pain"": 4, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform dispatch tasks, identify life threats, stay within EMT scope, and reassess.",emt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_000112
step_000112,scn_emt_000012,arrival,Arrival: Respiratory distress with wheezing. Vital signs and clues evolve based on actions.,"{""hr"": 106, ""rr"": 20, ""bp"": ""protocol_case"", ""spo2"": 94, ""pain"": 4, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform arrival tasks, identify life threats, stay within EMT scope, and reassess.",emt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_000113
step_000113,scn_emt_000012,scene_size_up,Scene Size Up: Respiratory distress with wheezing. Vital signs and clues evolve based on actions.,"{""hr"": 106, ""rr"": 20, ""bp"": ""protocol_case"", ""spo2"": 94, ""pain"": 4, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform scene size up tasks, identify life threats, stay within EMT scope, and reassess.",emt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_000114
step_000114,scn_emt_000012,primary,Primary: Respiratory distress with wheezing. Vital signs and clues evolve based on actions.,"{""hr"": 106, ""rr"": 20, ""bp"": ""protocol_case"", ""spo2"": 94, ""pain"": 4, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform primary tasks, identify life threats, stay within EMT scope, and reassess.",emt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_000115
step_000115,scn_emt_000012,immediate_interventions,Immediate Interventions: Respiratory distress with wheezing. Vital signs and clues evolve based on actions.,"{""hr"": 106, ""rr"": 20, ""bp"": ""protocol_case"", ""spo2"": 94, ""pain"": 4, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform immediate interventions tasks, identify life threats, stay within EMT scope, and reassess.",emt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_000116
step_000116,scn_emt_000012,secondary,Secondary: Respiratory distress with wheezing. Vital signs and clues evolve based on actions.,"{""hr"": 106, ""rr"": 20, ""bp"": ""protocol_case"", ""spo2"": 94, ""pain"": 4, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform secondary tasks, identify life threats, stay within EMT scope, and reassess.",emt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_000117
step_000117,scn_emt_000012,reassessment,Reassessment: Respiratory distress with wheezing. Vital signs and clues evolve based on actions.,"{""hr"": 106, ""rr"": 20, ""bp"": ""protocol_case"", ""spo2"": 94, ""pain"": 4, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform reassessment tasks, identify life threats, stay within EMT scope, and reassess.",emt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_000118
step_000118,scn_emt_000012,transport,Transport: Respiratory distress with wheezing. Vital signs and clues evolve based on actions.,"{""hr"": 106, ""rr"": 20, ""bp"": ""protocol_case"", ""spo2"": 94, ""pain"": 4, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform transport tasks, identify life threats, stay within EMT scope, and reassess.",emt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_000119
step_000119,scn_emt_000012,handoff,Handoff: Respiratory distress with wheezing. Vital signs and clues evolve based on actions.,"{""hr"": 106, ""rr"": 20, ""bp"": ""protocol_case"", ""spo2"": 94, ""pain"": 4, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform handoff tasks, identify life threats, stay within EMT scope, and reassess.",emt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_000120
step_000120,scn_emt_000012,debrief,Debrief: Respiratory distress with wheezing. Vital signs and clues evolve based on actions.,"{""hr"": 106, ""rr"": 20, ""bp"": ""protocol_case"", ""spo2"": 94, ""pain"": 4, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform debrief tasks, identify life threats, stay within EMT scope, and reassess.",emt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,
step_000121,scn_emt_000013,dispatch,Dispatch: Pediatric croup-like breathing. Vital signs and clues evolve based on actions.,"{""hr"": 106, ""rr"": 20, ""bp"": ""protocol_case"", ""spo2"": 94, ""pain"": 4, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform dispatch tasks, identify life threats, stay within EMT scope, and reassess.",emt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_000122
step_000122,scn_emt_000013,arrival,Arrival: Pediatric croup-like breathing. Vital signs and clues evolve based on actions.,"{""hr"": 106, ""rr"": 20, ""bp"": ""protocol_case"", ""spo2"": 94, ""pain"": 4, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform arrival tasks, identify life threats, stay within EMT scope, and reassess.",emt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_000123
step_000123,scn_emt_000013,scene_size_up,Scene Size Up: Pediatric croup-like breathing. Vital signs and clues evolve based on actions.,"{""hr"": 106, ""rr"": 20, ""bp"": ""protocol_case"", ""spo2"": 94, ""pain"": 4, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform scene size up tasks, identify life threats, stay within EMT scope, and reassess.",emt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_000124
step_000124,scn_emt_000013,primary,Primary: Pediatric croup-like breathing. Vital signs and clues evolve based on actions.,"{""hr"": 106, ""rr"": 20, ""bp"": ""protocol_case"", ""spo2"": 94, ""pain"": 4, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform primary tasks, identify life threats, stay within EMT scope, and reassess.",emt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_000125
step_000125,scn_emt_000013,immediate_interventions,Immediate Interventions: Pediatric croup-like breathing. Vital signs and clues evolve based on actions.,"{""hr"": 106, ""rr"": 20, ""bp"": ""protocol_case"", ""spo2"": 94, ""pain"": 4, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform immediate interventions tasks, identify life threats, stay within EMT scope, and reassess.",emt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_000126
step_000126,scn_emt_000013,secondary,Secondary: Pediatric croup-like breathing. Vital signs and clues evolve based on actions.,"{""hr"": 106, ""rr"": 20, ""bp"": ""protocol_case"", ""spo2"": 94, ""pain"": 4, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform secondary tasks, identify life threats, stay within EMT scope, and reassess.",emt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_000127
step_000127,scn_emt_000013,reassessment,Reassessment: Pediatric croup-like breathing. Vital signs and clues evolve based on actions.,"{""hr"": 106, ""rr"": 20, ""bp"": ""protocol_case"", ""spo2"": 94, ""pain"": 4, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform reassessment tasks, identify life threats, stay within EMT scope, and reassess.",emt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_000128
step_000128,scn_emt_000013,transport,Transport: Pediatric croup-like breathing. Vital signs and clues evolve based on actions.,"{""hr"": 106, ""rr"": 20, ""bp"": ""protocol_case"", ""spo2"": 94, ""pain"": 4, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform transport tasks, identify life threats, stay within EMT scope, and reassess.",emt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_000129
step_000129,scn_emt_000013,handoff,Handoff: Pediatric croup-like breathing. Vital signs and clues evolve based on actions.,"{""hr"": 106, ""rr"": 20, ""bp"": ""protocol_case"", ""spo2"": 94, ""pain"": 4, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform handoff tasks, identify life threats, stay within EMT scope, and reassess.",emt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_000130
step_000130,scn_emt_000013,debrief,Debrief: Pediatric croup-like breathing. Vital signs and clues evolve based on actions.,"{""hr"": 106, ""rr"": 20, ""bp"": ""protocol_case"", ""spo2"": 94, ""pain"": 4, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform debrief tasks, identify life threats, stay within EMT scope, and reassess.",emt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,
step_000131,scn_emt_000014,dispatch,Dispatch: Chest pain with diaphoresis. Vital signs and clues evolve based on actions.,"{""hr"": 106, ""rr"": 20, ""bp"": ""protocol_case"", ""spo2"": 94, ""pain"": 4, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform dispatch tasks, identify life threats, stay within EMT scope, and reassess.",emt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_000132
step_000132,scn_emt_000014,arrival,Arrival: Chest pain with diaphoresis. Vital signs and clues evolve based on actions.,"{""hr"": 106, ""rr"": 20, ""bp"": ""protocol_case"", ""spo2"": 94, ""pain"": 4, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform arrival tasks, identify life threats, stay within EMT scope, and reassess.",emt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_000133
step_000133,scn_emt_000014,scene_size_up,Scene Size Up: Chest pain with diaphoresis. Vital signs and clues evolve based on actions.,"{""hr"": 106, ""rr"": 20, ""bp"": ""protocol_case"", ""spo2"": 94, ""pain"": 4, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform scene size up tasks, identify life threats, stay within EMT scope, and reassess.",emt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_000134
step_000134,scn_emt_000014,primary,Primary: Chest pain with diaphoresis. Vital signs and clues evolve based on actions.,"{""hr"": 106, ""rr"": 20, ""bp"": ""protocol_case"", ""spo2"": 94, ""pain"": 4, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform primary tasks, identify life threats, stay within EMT scope, and reassess.",emt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_000135
step_000135,scn_emt_000014,immediate_interventions,Immediate Interventions: Chest pain with diaphoresis. Vital signs and clues evolve based on actions.,"{""hr"": 106, ""rr"": 20, ""bp"": ""protocol_case"", ""spo2"": 94, ""pain"": 4, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform immediate interventions tasks, identify life threats, stay within EMT scope, and reassess.",emt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_000136
step_000136,scn_emt_000014,secondary,Secondary: Chest pain with diaphoresis. Vital signs and clues evolve based on actions.,"{""hr"": 106, ""rr"": 20, ""bp"": ""protocol_case"", ""spo2"": 94, ""pain"": 4, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform secondary tasks, identify life threats, stay within EMT scope, and reassess.",emt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_000137
step_000137,scn_emt_000014,reassessment,Reassessment: Chest pain with diaphoresis. Vital signs and clues evolve based on actions.,"{""hr"": 106, ""rr"": 20, ""bp"": ""protocol_case"", ""spo2"": 94, ""pain"": 4, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform reassessment tasks, identify life threats, stay within EMT scope, and reassess.",emt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_000138
step_000138,scn_emt_000014,transport,Transport: Chest pain with diaphoresis. Vital signs and clues evolve based on actions.,"{""hr"": 106, ""rr"": 20, ""bp"": ""protocol_case"", ""spo2"": 94, ""pain"": 4, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform transport tasks, identify life threats, stay within EMT scope, and reassess.",emt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_000139
step_000139,scn_emt_000014,handoff,Handoff: Chest pain with diaphoresis. Vital signs and clues evolve based on actions.,"{""hr"": 106, ""rr"": 20, ""bp"": ""protocol_case"", ""spo2"": 94, ""pain"": 4, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform handoff tasks, identify life threats, stay within EMT scope, and reassess.",emt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_000140
step_000140,scn_emt_000014,debrief,Debrief: Chest pain with diaphoresis. Vital signs and clues evolve based on actions.,"{""hr"": 106, ""rr"": 20, ""bp"": ""protocol_case"", ""spo2"": 94, ""pain"": 4, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform debrief tasks, identify life threats, stay within EMT scope, and reassess.",emt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,
step_000141,scn_emt_000015,dispatch,Dispatch: Syncope at gym. Vital signs and clues evolve based on actions.,"{""hr"": 106, ""rr"": 20, ""bp"": ""protocol_case"", ""spo2"": 94, ""pain"": 4, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform dispatch tasks, identify life threats, stay within EMT scope, and reassess.",emt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_000142
step_000142,scn_emt_000015,arrival,Arrival: Syncope at gym. Vital signs and clues evolve based on actions.,"{""hr"": 106, ""rr"": 20, ""bp"": ""protocol_case"", ""spo2"": 94, ""pain"": 4, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform arrival tasks, identify life threats, stay within EMT scope, and reassess.",emt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_000143
step_000143,scn_emt_000015,scene_size_up,Scene Size Up: Syncope at gym. Vital signs and clues evolve based on actions.,"{""hr"": 106, ""rr"": 20, ""bp"": ""protocol_case"", ""spo2"": 94, ""pain"": 4, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform scene size up tasks, identify life threats, stay within EMT scope, and reassess.",emt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_000144
step_000144,scn_emt_000015,primary,Primary: Syncope at gym. Vital signs and clues evolve based on actions.,"{""hr"": 106, ""rr"": 20, ""bp"": ""protocol_case"", ""spo2"": 94, ""pain"": 4, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform primary tasks, identify life threats, stay within EMT scope, and reassess.",emt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_000145
step_000145,scn_emt_000015,immediate_interventions,Immediate Interventions: Syncope at gym. Vital signs and clues evolve based on actions.,"{""hr"": 106, ""rr"": 20, ""bp"": ""protocol_case"", ""spo2"": 94, ""pain"": 4, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform immediate interventions tasks, identify life threats, stay within EMT scope, and reassess.",emt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_000146
step_000146,scn_emt_000015,secondary,Secondary: Syncope at gym. Vital signs and clues evolve based on actions.,"{""hr"": 106, ""rr"": 20, ""bp"": ""protocol_case"", ""spo2"": 94, ""pain"": 4, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform secondary tasks, identify life threats, stay within EMT scope, and reassess.",emt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_000147
step_000147,scn_emt_000015,reassessment,Reassessment: Syncope at gym. Vital signs and clues evolve based on actions.,"{""hr"": 106, ""rr"": 20, ""bp"": ""protocol_case"", ""spo2"": 94, ""pain"": 4, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform reassessment tasks, identify life threats, stay within EMT scope, and reassess.",emt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_000148
step_000148,scn_emt_000015,transport,Transport: Syncope at gym. Vital signs and clues evolve based on actions.,"{""hr"": 106, ""rr"": 20, ""bp"": ""protocol_case"", ""spo2"": 94, ""pain"": 4, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform transport tasks, identify life threats, stay within EMT scope, and reassess.",emt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_000149
step_000149,scn_emt_000015,handoff,Handoff: Syncope at gym. Vital signs and clues evolve based on actions.,"{""hr"": 106, ""rr"": 20, ""bp"": ""protocol_case"", ""spo2"": 94, ""pain"": 4, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform handoff tasks, identify life threats, stay within EMT scope, and reassess.",emt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_000150
step_000150,scn_emt_000015,debrief,Debrief: Syncope at gym. Vital signs and clues evolve based on actions.,"{""hr"": 106, ""rr"": 20, ""bp"": ""protocol_case"", ""spo2"": 94, ""pain"": 4, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform debrief tasks, identify life threats, stay within EMT scope, and reassess.",emt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,
step_000151,scn_emt_000016,dispatch,Dispatch: Motor vehicle crash with bleeding. Vital signs and clues evolve based on actions.,"{""hr"": 106, ""rr"": 20, ""bp"": ""protocol_case"", ""spo2"": 94, ""pain"": 4, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform dispatch tasks, identify life threats, stay within EMT scope, and reassess.",emt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_000152
step_000152,scn_emt_000016,arrival,Arrival: Motor vehicle crash with bleeding. Vital signs and clues evolve based on actions.,"{""hr"": 106, ""rr"": 20, ""bp"": ""protocol_case"", ""spo2"": 94, ""pain"": 4, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform arrival tasks, identify life threats, stay within EMT scope, and reassess.",emt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_000153
step_000153,scn_emt_000016,scene_size_up,Scene Size Up: Motor vehicle crash with bleeding. Vital signs and clues evolve based on actions.,"{""hr"": 106, ""rr"": 20, ""bp"": ""protocol_case"", ""spo2"": 94, ""pain"": 4, ""mental_status"": ""AOx4 unless deterioration branch""}","Perform scene size up tasks, identify life threats, stay within EMT scope, and reassess.",emt,"Ignoring scene safety, missing airway/breathing/circulation threat, delaying transport, or exceeding scope.",Correct actions improve stability; missed priorities worsen perfusion or respiratory status.,step_000154
