cref_id,content_type,content_id,reference_id,pinpoint_text,citation_priority
cref_000353,lesson,les_aemt_000353,ref_000002,National EMS Education Standards alignment,1
cref_000354,lesson,les_aemt_000354,ref_000002,National EMS Education Standards alignment,1
cref_000355,lesson,les_aemt_000355,ref_000002,National EMS Education Standards alignment,1
cref_000356,lesson,les_aemt_000356,ref_000002,National EMS Education Standards alignment,1
cref_000357,lesson,les_aemt_000357,ref_000002,National EMS Education Standards alignment,1
cref_000358,lesson,les_aemt_000358,ref_000002,National EMS Education Standards alignment,1
cref_000359,lesson,les_aemt_000359,ref_000002,National EMS Education Standards alignment,1
cref_000360,lesson,les_aemt_000360,ref_000002,National EMS Education Standards alignment,1
cref_000361,lesson,les_paramedic_000361,ref_000002,National EMS Education Standards alignment,1
cref_000362,lesson,les_paramedic_000362,ref_000002,National EMS Education Standards alignment,1
cref_000363,lesson,les_paramedic_000363,ref_000002,National EMS Education Standards alignment,1
cref_000364,lesson,les_paramedic_000364,ref_000002,National EMS Education Standards alignment,1
cref_000365,lesson,les_paramedic_000365,ref_000002,National EMS Education Standards alignment,1
cref_000366,lesson,les_paramedic_000366,ref_000002,National EMS Education Standards alignment,1
cref_000367,lesson,les_paramedic_000367,ref_000002,National EMS Education Standards alignment,1
cref_000368,lesson,les_paramedic_000368,ref_000002,National EMS Education Standards alignment,1
cref_000369,lesson,les_paramedic_000369,ref_000002,National EMS Education Standards alignment,1
cref_000370,lesson,les_paramedic_000370,ref_000002,National EMS Education Standards alignment,1
cref_000371,lesson,les_paramedic_000371,ref_000002,National EMS Education Standards alignment,1
cref_000372,lesson,les_paramedic_000372,ref_000002,National EMS Education Standards alignment,1
cref_000373,lesson,les_paramedic_000373,ref_000002,National EMS Education Standards alignment,1
cref_000374,lesson,les_paramedic_000374,ref_000002,National EMS Education Standards alignment,1
cref_000375,lesson,les_paramedic_000375,ref_000002,National EMS Education Standards alignment,1
cref_000376,lesson,les_paramedic_000376,ref_000002,National EMS Education Standards alignment,1
cref_000377,lesson,les_paramedic_000377,ref_000002,National EMS Education Standards alignment,1
cref_000378,lesson,les_paramedic_000378,ref_000002,National EMS Education Standards alignment,1
cref_000379,lesson,les_paramedic_000379,ref_000002,National EMS Education Standards alignment,1
cref_000380,lesson,les_paramedic_000380,ref_000002,National EMS Education Standards alignment,1
cref_000381,lesson,les_paramedic_000381,ref_000002,National EMS Education Standards alignment,1
cref_000382,lesson,les_paramedic_000382,ref_000002,National EMS Education Standards alignment,1
cref_000383,lesson,les_paramedic_000383,ref_000002,National EMS Education Standards alignment,1
cref_000384,lesson,les_paramedic_000384,ref_000002,National EMS Education Standards alignment,1
cref_000385,lesson,les_paramedic_000385,ref_000002,National EMS Education Standards alignment,1
cref_000386,lesson,les_paramedic_000386,ref_000002,National EMS Education Standards alignment,1
cref_000387,lesson,les_paramedic_000387,ref_000002,National EMS Education Standards alignment,1
cref_000388,lesson,les_paramedic_000388,ref_000002,National EMS Education Standards alignment,1
cref_000389,lesson,les_paramedic_000389,ref_000002,National EMS Education Standards alignment,1
cref_000390,lesson,les_paramedic_000390,ref_000002,National EMS Education Standards alignment,1
cref_000391,lesson,les_paramedic_000391,ref_000002,National EMS Education Standards alignment,1
cref_000392,lesson,les_paramedic_000392,ref_000002,National EMS Education Standards alignment,1
cref_000393,lesson,les_paramedic_000393,ref_000002,National EMS Education Standards alignment,1
cref_000394,lesson,les_paramedic_000394,ref_000002,National EMS Education Standards alignment,1
cref_000395,lesson,les_paramedic_000395,ref_000002,National EMS Education Standards alignment,1
cref_000396,lesson,les_paramedic_000396,ref_000002,National EMS Education Standards alignment,1
cref_000397,lesson,les_paramedic_000397,ref_000002,National EMS Education Standards alignment,1
cref_000398,lesson,les_paramedic_000398,ref_000002,National EMS Education Standards alignment,1
cref_000399,lesson,les_paramedic_000399,ref_000002,National EMS Education Standards alignment,1
cref_000400,lesson,les_paramedic_000400,ref_000002,National EMS Education Standards alignment,1
cref_000401,lesson,les_paramedic_000401,ref_000002,National EMS Education Standards alignment,1
cref_000402,lesson,les_paramedic_000402,ref_000002,National EMS Education Standards alignment,1
cref_000403,lesson,les_paramedic_000403,ref_000002,National EMS Education Standards alignment,1
cref_000404,lesson,les_paramedic_000404,ref_000002,National EMS Education Standards alignment,1
cref_000405,lesson,les_paramedic_000405,ref_000002,National EMS Education Standards alignment,1
cref_000406,lesson,les_paramedic_000406,ref_000002,National EMS Education Standards alignment,1
cref_000407,lesson,les_paramedic_000407,ref_000002,National EMS Education Standards alignment,1
cref_000408,lesson,les_paramedic_000408,ref_000002,National EMS Education Standards alignment,1
cref_000409,lesson,les_paramedic_000409,ref_000002,National EMS Education Standards alignment,1
cref_000410,lesson,les_paramedic_000410,ref_000002,National EMS Education Standards alignment,1
cref_000411,lesson,les_paramedic_000411,ref_000002,National EMS Education Standards alignment,1
cref_000412,lesson,les_paramedic_000412,ref_000002,National EMS Education Standards alignment,1
cref_000413,lesson,les_paramedic_000413,ref_000002,National EMS Education Standards alignment,1
cref_000414,lesson,les_paramedic_000414,ref_000002,National EMS Education Standards alignment,1
cref_000415,lesson,les_paramedic_000415,ref_000002,National EMS Education Standards alignment,1
cref_000416,lesson,les_paramedic_000416,ref_000002,National EMS Education Standards alignment,1
cref_000417,lesson,les_paramedic_000417,ref_000002,National EMS Education Standards alignment,1
cref_000418,lesson,les_paramedic_000418,ref_000002,National EMS Education Standards alignment,1
cref_000419,lesson,les_paramedic_000419,ref_000002,National EMS Education Standards alignment,1
cref_000420,lesson,les_paramedic_000420,ref_000002,National EMS Education Standards alignment,1
cref_000421,lesson,les_paramedic_000421,ref_000002,National EMS Education Standards alignment,1
cref_000422,lesson,les_paramedic_000422,ref_000002,National EMS Education Standards alignment,1
cref_000423,lesson,les_paramedic_000423,ref_000002,National EMS Education Standards alignment,1
cref_000424,lesson,les_paramedic_000424,ref_000002,National EMS Education Standards alignment,1
cref_000425,lesson,les_paramedic_000425,ref_000002,National EMS Education Standards alignment,1
cref_000426,lesson,les_paramedic_000426,ref_000002,National EMS Education Standards alignment,1
cref_000427,lesson,les_paramedic_000427,ref_000002,National EMS Education Standards alignment,1
cref_000428,lesson,les_paramedic_000428,ref_000002,National EMS Education Standards alignment,1
cref_000429,lesson,les_paramedic_000429,ref_000002,National EMS Education Standards alignment,1
cref_000430,lesson,les_paramedic_000430,ref_000002,National EMS Education Standards alignment,1
cref_000431,lesson,les_paramedic_000431,ref_000002,National EMS Education Standards alignment,1
cref_000432,lesson,les_paramedic_000432,ref_000002,National EMS Education Standards alignment,1
cref_000433,lesson,les_paramedic_000433,ref_000002,National EMS Education Standards alignment,1
cref_000434,lesson,les_paramedic_000434,ref_000002,National EMS Education Standards alignment,1
cref_000435,lesson,les_paramedic_000435,ref_000002,National EMS Education Standards alignment,1
cref_000436,lesson,les_paramedic_000436,ref_000002,National EMS Education Standards alignment,1
cref_000437,lesson,les_paramedic_000437,ref_000002,National EMS Education Standards alignment,1
cref_000438,lesson,les_paramedic_000438,ref_000002,National EMS Education Standards alignment,1
cref_000439,lesson,les_paramedic_000439,ref_000002,National EMS Education Standards alignment,1
cref_000440,lesson,les_paramedic_000440,ref_000002,National EMS Education Standards alignment,1
cref_000441,lesson,les_paramedic_000441,ref_000002,National EMS Education Standards alignment,1
cref_000442,lesson,les_paramedic_000442,ref_000002,National EMS Education Standards alignment,1
cref_000443,lesson,les_paramedic_000443,ref_000002,National EMS Education Standards alignment,1
cref_000444,lesson,les_paramedic_000444,ref_000002,National EMS Education Standards alignment,1
cref_000445,lesson,les_paramedic_000445,ref_000002,National EMS Education Standards alignment,1
cref_000446,lesson,les_paramedic_000446,ref_000002,National EMS Education Standards alignment,1
cref_000447,lesson,les_paramedic_000447,ref_000002,National EMS Education Standards alignment,1
cref_000448,lesson,les_paramedic_000448,ref_000002,National EMS Education Standards alignment,1
cref_000449,lesson,les_paramedic_000449,ref_000002,National EMS Education Standards alignment,1
cref_000450,lesson,les_paramedic_000450,ref_000002,National EMS Education Standards alignment,1
cref_000451,lesson,les_paramedic_000451,ref_000002,National EMS Education Standards alignment,1
cref_000452,lesson,les_paramedic_000452,ref_000002,National EMS Education Standards alignment,1
cref_000453,lesson,les_paramedic_000453,ref_000002,National EMS Education Standards alignment,1
cref_000454,lesson,les_paramedic_000454,ref_000002,National EMS Education Standards alignment,1
cref_000455,lesson,les_paramedic_000455,ref_000002,National EMS Education Standards alignment,1
cref_000456,lesson,les_paramedic_000456,ref_000002,National EMS Education Standards alignment,1
cref_000457,lesson,les_paramedic_000457,ref_000002,National EMS Education Standards alignment,1
cref_000458,lesson,les_paramedic_000458,ref_000002,National EMS Education Standards alignment,1
cref_000459,lesson,les_paramedic_000459,ref_000002,National EMS Education Standards alignment,1
cref_000460,lesson,les_paramedic_000460,ref_000002,National EMS Education Standards alignment,1
cref_000461,lesson,les_paramedic_000461,ref_000002,National EMS Education Standards alignment,1
cref_000462,lesson,les_paramedic_000462,ref_000002,National EMS Education Standards alignment,1
cref_000463,lesson,les_paramedic_000463,ref_000002,National EMS Education Standards alignment,1
cref_000464,lesson,les_paramedic_000464,ref_000002,National EMS Education Standards alignment,1
cref_000465,lesson,les_paramedic_000465,ref_000002,National EMS Education Standards alignment,1
cref_000466,lesson,les_paramedic_000466,ref_000002,National EMS Education Standards alignment,1
cref_000467,lesson,les_paramedic_000467,ref_000002,National EMS Education Standards alignment,1
cref_000468,lesson,les_paramedic_000468,ref_000002,National EMS Education Standards alignment,1
cref_000469,lesson,les_paramedic_000469,ref_000002,National EMS Education Standards alignment,1
cref_000470,lesson,les_paramedic_000470,ref_000002,National EMS Education Standards alignment,1
cref_000471,lesson,les_paramedic_000471,ref_000002,National EMS Education Standards alignment,1
cref_000472,lesson,les_paramedic_000472,ref_000002,National EMS Education Standards alignment,1
cref_000473,lesson,les_paramedic_000473,ref_000002,National EMS Education Standards alignment,1
cref_000474,lesson,les_paramedic_000474,ref_000002,National EMS Education Standards alignment,1
cref_000475,lesson,les_paramedic_000475,ref_000002,National EMS Education Standards alignment,1
cref_000476,lesson,les_paramedic_000476,ref_000002,National EMS Education Standards alignment,1
cref_000477,lesson,les_paramedic_000477,ref_000002,National EMS Education Standards alignment,1
cref_000478,lesson,les_paramedic_000478,ref_000002,National EMS Education Standards alignment,1
cref_000479,lesson,les_paramedic_000479,ref_000002,National EMS Education Standards alignment,1
cref_000480,lesson,les_paramedic_000480,ref_000002,National EMS Education Standards alignment,1
cref_000481,lesson,les_paramedic_000481,ref_000002,National EMS Education Standards alignment,1
cref_000482,lesson,les_paramedic_000482,ref_000002,National EMS Education Standards alignment,1
cref_000483,lesson,les_paramedic_000483,ref_000002,National EMS Education Standards alignment,1
cref_000484,lesson,les_paramedic_000484,ref_000002,National EMS Education Standards alignment,1
cref_000485,lesson,les_paramedic_000485,ref_000002,National EMS Education Standards alignment,1
cref_000486,lesson,les_paramedic_000486,ref_000002,National EMS Education Standards alignment,1
cref_000487,lesson,les_paramedic_000487,ref_000002,National EMS Education Standards alignment,1
cref_000488,lesson,les_paramedic_000488,ref_000002,National EMS Education Standards alignment,1
cref_000489,lesson,les_paramedic_000489,ref_000002,National EMS Education Standards alignment,1
cref_000490,lesson,les_paramedic_000490,ref_000002,National EMS Education Standards alignment,1
cref_000491,lesson,les_paramedic_000491,ref_000002,National EMS Education Standards alignment,1
cref_000492,lesson,les_paramedic_000492,ref_000002,National EMS Education Standards alignment,1
cref_000493,lesson,les_paramedic_000493,ref_000002,National EMS Education Standards alignment,1
cref_000494,lesson,les_paramedic_000494,ref_000002,National EMS Education Standards alignment,1
cref_000495,lesson,les_paramedic_000495,ref_000002,National EMS Education Standards alignment,1
cref_000496,lesson,les_paramedic_000496,ref_000002,National EMS Education Standards alignment,1
cref_000497,lesson,les_paramedic_000497,ref_000002,National EMS Education Standards alignment,1
cref_000498,lesson,les_paramedic_000498,ref_000002,National EMS Education Standards alignment,1
cref_000499,lesson,les_paramedic_000499,ref_000002,National EMS Education Standards alignment,1
cref_000500,lesson,les_paramedic_000500,ref_000002,National EMS Education Standards alignment,1
cref_000501,lesson,les_paramedic_000501,ref_000002,National EMS Education Standards alignment,1
cref_000502,lesson,les_paramedic_000502,ref_000002,National EMS Education Standards alignment,1
cref_000503,lesson,les_paramedic_000503,ref_000002,National EMS Education Standards alignment,1
cref_000504,lesson,les_paramedic_000504,ref_000002,National EMS Education Standards alignment,1
cref_000505,lesson,les_paramedic_000505,ref_000002,National EMS Education Standards alignment,1
cref_000506,lesson,les_paramedic_000506,ref_000002,National EMS Education Standards alignment,1
cref_000507,lesson,les_paramedic_000507,ref_000002,National EMS Education Standards alignment,1
cref_000508,lesson,les_paramedic_000508,ref_000002,National EMS Education Standards alignment,1
cref_000509,lesson,les_paramedic_000509,ref_000002,National EMS Education Standards alignment,1
cref_000510,lesson,les_paramedic_000510,ref_000002,National EMS Education Standards alignment,1
cref_000511,lesson,les_paramedic_000511,ref_000002,National EMS Education Standards alignment,1
cref_000512,lesson,les_paramedic_000512,ref_000002,National EMS Education Standards alignment,1
cref_000513,lesson,les_paramedic_000513,ref_000002,National EMS Education Standards alignment,1
cref_000514,lesson,les_paramedic_000514,ref_000002,National EMS Education Standards alignment,1
cref_000515,lesson,les_paramedic_000515,ref_000002,National EMS Education Standards alignment,1
cref_000516,lesson,les_paramedic_000516,ref_000002,National EMS Education Standards alignment,1
cref_000517,lesson,les_paramedic_000517,ref_000002,National EMS Education Standards alignment,1
cref_000518,lesson,les_paramedic_000518,ref_000002,National EMS Education Standards alignment,1
cref_000519,lesson,les_paramedic_000519,ref_000002,National EMS Education Standards alignment,1
cref_000520,lesson,les_paramedic_000520,ref_000002,National EMS Education Standards alignment,1
cref_000521,lesson,les_paramedic_000521,ref_000002,National EMS Education Standards alignment,1
cref_000522,lesson,les_paramedic_000522,ref_000002,National EMS Education Standards alignment,1
cref_000523,lesson,les_paramedic_000523,ref_000002,National EMS Education Standards alignment,1
cref_000524,lesson,les_paramedic_000524,ref_000002,National EMS Education Standards alignment,1
cref_000525,lesson,les_paramedic_000525,ref_000002,National EMS Education Standards alignment,1
cref_000526,lesson,les_paramedic_000526,ref_000002,National EMS Education Standards alignment,1
cref_000527,lesson,les_paramedic_000527,ref_000002,National EMS Education Standards alignment,1
cref_000528,lesson,les_paramedic_000528,ref_000002,National EMS Education Standards alignment,1
cref_000529,lesson,les_paramedic_000529,ref_000002,National EMS Education Standards alignment,1
cref_000530,lesson,les_paramedic_000530,ref_000002,National EMS Education Standards alignment,1
cref_000531,lesson,les_paramedic_000531,ref_000002,National EMS Education Standards alignment,1
cref_000532,lesson,les_paramedic_000532,ref_000002,National EMS Education Standards alignment,1
cref_000533,lesson,les_paramedic_000533,ref_000002,National EMS Education Standards alignment,1
cref_000534,lesson,les_paramedic_000534,ref_000002,National EMS Education Standards alignment,1
cref_000535,lesson,les_paramedic_000535,ref_000002,National EMS Education Standards alignment,1
cref_000536,lesson,les_paramedic_000536,ref_000002,National EMS Education Standards alignment,1
cref_000537,lesson,les_paramedic_000537,ref_000002,National EMS Education Standards alignment,1
cref_000538,lesson,les_paramedic_000538,ref_000002,National EMS Education Standards alignment,1
cref_000539,lesson,les_paramedic_000539,ref_000002,National EMS Education Standards alignment,1
cref_000540,lesson,les_paramedic_000540,ref_000002,National EMS Education Standards alignment,1
cref_000541,lesson,les_paramedic_000541,ref_000002,National EMS Education Standards alignment,1
cref_000542,lesson,les_paramedic_000542,ref_000002,National EMS Education Standards alignment,1
cref_000543,lesson,les_paramedic_000543,ref_000002,National EMS Education Standards alignment,1
cref_000544,lesson,les_paramedic_000544,ref_000002,National EMS Education Standards alignment,1
cref_000545,lesson,les_paramedic_000545,ref_000002,National EMS Education Standards alignment,1
cref_000546,lesson,les_paramedic_000546,ref_000002,National EMS Education Standards alignment,1
cref_000547,lesson,les_paramedic_000547,ref_000002,National EMS Education Standards alignment,1
cref_000548,lesson,les_paramedic_000548,ref_000002,National EMS Education Standards alignment,1
cref_000549,lesson,les_paramedic_000549,ref_000002,National EMS Education Standards alignment,1
cref_000550,lesson,les_paramedic_000550,ref_000002,National EMS Education Standards alignment,1
cref_000551,lesson,les_paramedic_000551,ref_000002,National EMS Education Standards alignment,1
cref_000552,lesson,les_paramedic_000552,ref_000002,National EMS Education Standards alignment,1
cref_000553,lesson,les_paramedic_000553,ref_000002,National EMS Education Standards alignment,1
cref_000554,lesson,les_paramedic_000554,ref_000002,National EMS Education Standards alignment,1
cref_000555,lesson,les_paramedic_000555,ref_000002,National EMS Education Standards alignment,1
cref_000556,lesson,les_paramedic_000556,ref_000002,National EMS Education Standards alignment,1
cref_000557,lesson,les_paramedic_000557,ref_000002,National EMS Education Standards alignment,1
cref_000558,lesson,les_paramedic_000558,ref_000002,National EMS Education Standards alignment,1
cref_000559,lesson,les_paramedic_000559,ref_000002,National EMS Education Standards alignment,1
cref_000560,lesson,les_paramedic_000560,ref_000002,National EMS Education Standards alignment,1
cref_000561,lesson,les_paramedic_000561,ref_000002,National EMS Education Standards alignment,1
cref_000562,lesson,les_paramedic_000562,ref_000002,National EMS Education Standards alignment,1
cref_000563,lesson,les_paramedic_000563,ref_000002,National EMS Education Standards alignment,1
cref_000564,lesson,les_paramedic_000564,ref_000002,National EMS Education Standards alignment,1
cref_000565,lesson,les_paramedic_000565,ref_000002,National EMS Education Standards alignment,1
cref_000566,lesson,les_paramedic_000566,ref_000002,National EMS Education Standards alignment,1
cref_000567,lesson,les_paramedic_000567,ref_000002,National EMS Education Standards alignment,1
cref_000568,lesson,les_paramedic_000568,ref_000002,National EMS Education Standards alignment,1
cref_000569,lesson,les_paramedic_000569,ref_000002,National EMS Education Standards alignment,1
cref_000570,lesson,les_paramedic_000570,ref_000002,National EMS Education Standards alignment,1
cref_000571,lesson,les_paramedic_000571,ref_000002,National EMS Education Standards alignment,1
cref_000572,lesson,les_paramedic_000572,ref_000002,National EMS Education Standards alignment,1
cref_000573,lesson,les_paramedic_000573,ref_000002,National EMS Education Standards alignment,1
cref_000574,lesson,les_paramedic_000574,ref_000002,National EMS Education Standards alignment,1
cref_000575,lesson,les_paramedic_000575,ref_000002,National EMS Education Standards alignment,1
cref_000576,lesson,les_paramedic_000576,ref_000002,National EMS Education Standards alignment,1
cref_000577,question,q_emt_000001,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000578,question,q_emt_000002,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000579,question,q_emt_000003,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000580,question,q_emt_000004,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000581,question,q_emt_000005,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000582,question,q_emt_000006,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000583,question,q_emt_000007,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000584,question,q_emt_000008,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000585,question,q_emt_000009,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000586,question,q_emt_000010,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000587,question,q_emt_000011,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000588,question,q_emt_000012,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000589,question,q_emt_000013,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000590,question,q_emt_000014,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000591,question,q_emt_000015,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000592,question,q_emt_000016,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000593,question,q_emt_000017,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000594,question,q_emt_000018,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000595,question,q_emt_000019,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000596,question,q_emt_000020,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000597,question,q_emt_000021,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000598,question,q_emt_000022,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000599,question,q_emt_000023,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000600,question,q_emt_000024,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000601,question,q_emt_000025,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000602,question,q_emt_000026,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000603,question,q_emt_000027,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000604,question,q_emt_000028,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000605,question,q_emt_000029,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000606,question,q_emt_000030,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000607,question,q_emt_000031,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000608,question,q_emt_000032,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000609,question,q_emt_000033,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000610,question,q_emt_000034,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000611,question,q_emt_000035,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000612,question,q_emt_000036,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000613,question,q_emt_000037,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000614,question,q_emt_000038,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000615,question,q_emt_000039,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000616,question,q_emt_000040,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000617,question,q_emt_000041,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000618,question,q_emt_000042,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000619,question,q_emt_000043,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000620,question,q_emt_000044,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000621,question,q_emt_000045,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000622,question,q_emt_000046,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000623,question,q_emt_000047,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000624,question,q_emt_000048,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000625,question,q_emt_000049,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000626,question,q_emt_000050,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000627,question,q_emt_000051,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000628,question,q_emt_000052,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000629,question,q_emt_000053,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000630,question,q_emt_000054,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000631,question,q_emt_000055,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000632,question,q_emt_000056,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000633,question,q_emt_000057,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000634,question,q_emt_000058,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000635,question,q_emt_000059,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000636,question,q_emt_000060,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000637,question,q_emt_000061,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000638,question,q_emt_000062,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000639,question,q_emt_000063,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000640,question,q_emt_000064,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000641,question,q_emt_000065,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000642,question,q_emt_000066,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000643,question,q_emt_000067,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000644,question,q_emt_000068,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000645,question,q_emt_000069,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000646,question,q_emt_000070,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000647,question,q_emt_000071,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000648,question,q_emt_000072,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000649,question,q_emt_000073,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000650,question,q_emt_000074,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000651,question,q_emt_000075,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000652,question,q_emt_000076,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000653,question,q_emt_000077,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000654,question,q_emt_000078,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000655,question,q_emt_000079,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000656,question,q_emt_000080,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000657,question,q_emt_000081,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000658,question,q_emt_000082,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000659,question,q_emt_000083,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000660,question,q_emt_000084,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000661,question,q_emt_000085,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000662,question,q_emt_000086,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000663,question,q_emt_000087,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000664,question,q_emt_000088,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000665,question,q_emt_000089,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000666,question,q_emt_000090,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000667,question,q_emt_000091,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000668,question,q_emt_000092,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000669,question,q_emt_000093,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000670,question,q_emt_000094,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000671,question,q_emt_000095,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000672,question,q_emt_000096,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000673,question,q_emt_000097,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000674,question,q_emt_000098,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000675,question,q_emt_000099,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000676,question,q_emt_000100,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000677,question,q_emt_000101,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000678,question,q_emt_000102,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000679,question,q_emt_000103,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000680,question,q_emt_000104,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000681,question,q_emt_000105,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000682,question,q_emt_000106,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000683,question,q_emt_000107,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000684,question,q_emt_000108,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000685,question,q_emt_000109,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000686,question,q_emt_000110,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000687,question,q_emt_000111,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000688,question,q_emt_000112,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000689,question,q_emt_000113,ref_000004,Public NREMT blueprint alignment; original item.,1
cref_000690,question,q_emt_000114,ref_000004,Public NREMT blueprint alignment; original item.,1
