branch_id,scenario_id,from_step_id,trigger_action_pattern,branch_condition,to_step_id,consequence_severity,debrief_note
br_000170,scn_emt_000057,step_000565,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_000566,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000171,scn_emt_000057,step_000567,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_000568,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000172,scn_emt_000058,step_000574,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_000575,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000173,scn_emt_000058,step_000575,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_000576,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000174,scn_emt_000058,step_000577,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_000578,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000175,scn_emt_000059,step_000584,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_000585,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000176,scn_emt_000059,step_000585,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_000586,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000177,scn_emt_000059,step_000587,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_000588,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000178,scn_emt_000060,step_000594,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_000595,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000179,scn_emt_000060,step_000595,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_000596,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000180,scn_emt_000060,step_000597,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_000598,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000181,scn_emt_000061,step_000604,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_000605,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000182,scn_emt_000061,step_000605,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_000606,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000183,scn_emt_000061,step_000607,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_000608,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000184,scn_emt_000062,step_000614,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_000615,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000185,scn_emt_000062,step_000615,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_000616,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000186,scn_emt_000062,step_000617,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_000618,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000187,scn_emt_000063,step_000624,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_000625,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000188,scn_emt_000063,step_000625,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_000626,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000189,scn_emt_000063,step_000627,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_000628,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000190,scn_emt_000064,step_000634,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_000635,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000191,scn_emt_000064,step_000635,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_000636,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000192,scn_emt_000064,step_000637,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_000638,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000193,scn_emt_000065,step_000644,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_000645,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000194,scn_emt_000065,step_000645,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_000646,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000195,scn_emt_000065,step_000647,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_000648,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000196,scn_emt_000066,step_000654,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_000655,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000197,scn_emt_000066,step_000655,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_000656,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000198,scn_emt_000066,step_000657,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_000658,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000199,scn_aemt_000067,step_000664,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_000665,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000200,scn_aemt_000067,step_000665,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_000666,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000201,scn_aemt_000067,step_000667,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_000668,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000202,scn_aemt_000068,step_000674,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_000675,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000203,scn_aemt_000068,step_000675,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_000676,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000204,scn_aemt_000068,step_000677,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_000678,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000205,scn_aemt_000069,step_000684,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_000685,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000206,scn_aemt_000069,step_000685,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_000686,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000207,scn_aemt_000069,step_000687,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_000688,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000208,scn_aemt_000070,step_000694,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_000695,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000209,scn_aemt_000070,step_000695,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_000696,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000210,scn_aemt_000070,step_000697,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_000698,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000211,scn_aemt_000071,step_000704,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_000705,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000212,scn_aemt_000071,step_000705,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_000706,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000213,scn_aemt_000071,step_000707,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_000708,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000214,scn_aemt_000072,step_000714,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_000715,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000215,scn_aemt_000072,step_000715,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_000716,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000216,scn_aemt_000072,step_000717,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_000718,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000217,scn_aemt_000073,step_000724,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_000725,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000218,scn_aemt_000073,step_000725,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_000726,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000219,scn_aemt_000073,step_000727,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_000728,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000220,scn_aemt_000074,step_000734,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_000735,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000221,scn_aemt_000074,step_000735,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_000736,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000222,scn_aemt_000074,step_000737,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_000738,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000223,scn_aemt_000075,step_000744,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_000745,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000224,scn_aemt_000075,step_000745,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_000746,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000225,scn_aemt_000075,step_000747,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_000748,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000226,scn_aemt_000076,step_000754,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_000755,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000227,scn_aemt_000076,step_000755,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_000756,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000228,scn_aemt_000076,step_000757,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_000758,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000229,scn_aemt_000077,step_000764,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_000765,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000230,scn_aemt_000077,step_000765,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_000766,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000231,scn_aemt_000077,step_000767,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_000768,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000232,scn_aemt_000078,step_000774,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_000775,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000233,scn_aemt_000078,step_000775,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_000776,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000234,scn_aemt_000078,step_000777,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_000778,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000235,scn_aemt_000079,step_000784,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_000785,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000236,scn_aemt_000079,step_000785,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_000786,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000237,scn_aemt_000079,step_000787,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_000788,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000238,scn_aemt_000080,step_000794,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_000795,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000239,scn_aemt_000080,step_000795,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_000796,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000240,scn_aemt_000080,step_000797,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_000798,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000241,scn_aemt_000081,step_000804,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_000805,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000242,scn_aemt_000081,step_000805,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_000806,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000243,scn_aemt_000081,step_000807,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_000808,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000244,scn_aemt_000082,step_000814,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_000815,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000245,scn_aemt_000082,step_000815,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_000816,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000246,scn_aemt_000082,step_000817,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_000818,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000247,scn_aemt_000083,step_000824,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_000825,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000248,scn_aemt_000083,step_000825,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_000826,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000249,scn_aemt_000083,step_000827,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_000828,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000250,scn_aemt_000084,step_000834,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_000835,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000251,scn_aemt_000084,step_000835,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_000836,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000252,scn_aemt_000084,step_000837,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_000838,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000253,scn_aemt_000085,step_000844,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_000845,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000254,scn_aemt_000085,step_000845,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_000846,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000255,scn_aemt_000085,step_000847,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_000848,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000256,scn_aemt_000086,step_000854,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_000855,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000257,scn_aemt_000086,step_000855,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_000856,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000258,scn_aemt_000086,step_000857,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_000858,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000259,scn_aemt_000087,step_000864,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_000865,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000260,scn_aemt_000087,step_000865,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_000866,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000261,scn_aemt_000087,step_000867,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_000868,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000262,scn_aemt_000088,step_000874,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_000875,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000263,scn_aemt_000088,step_000875,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_000876,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000264,scn_aemt_000088,step_000877,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_000878,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000265,scn_aemt_000089,step_000884,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_000885,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000266,scn_aemt_000089,step_000885,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_000886,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000267,scn_aemt_000089,step_000887,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_000888,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000268,scn_aemt_000090,step_000894,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_000895,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000269,scn_aemt_000090,step_000895,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_000896,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000270,scn_aemt_000090,step_000897,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_000898,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000271,scn_aemt_000091,step_000904,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_000905,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000272,scn_aemt_000091,step_000905,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_000906,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000273,scn_aemt_000091,step_000907,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_000908,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000274,scn_aemt_000092,step_000914,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_000915,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000275,scn_aemt_000092,step_000915,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_000916,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000276,scn_aemt_000092,step_000917,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_000918,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000277,scn_aemt_000093,step_000924,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_000925,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000278,scn_aemt_000093,step_000925,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_000926,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000279,scn_aemt_000093,step_000927,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_000928,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000280,scn_aemt_000094,step_000934,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_000935,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000281,scn_aemt_000094,step_000935,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_000936,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000282,scn_aemt_000094,step_000937,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_000938,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000283,scn_aemt_000095,step_000944,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_000945,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000284,scn_aemt_000095,step_000945,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_000946,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000285,scn_aemt_000095,step_000947,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_000948,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000286,scn_aemt_000096,step_000954,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_000955,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000287,scn_aemt_000096,step_000955,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_000956,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000288,scn_aemt_000096,step_000957,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_000958,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000289,scn_aemt_000097,step_000964,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_000965,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000290,scn_aemt_000097,step_000965,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_000966,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000291,scn_aemt_000097,step_000967,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_000968,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000292,scn_aemt_000098,step_000974,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_000975,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000293,scn_aemt_000098,step_000975,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_000976,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000294,scn_aemt_000098,step_000977,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_000978,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000295,scn_aemt_000099,step_000984,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_000985,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000296,scn_aemt_000099,step_000985,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_000986,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000297,scn_aemt_000099,step_000987,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_000988,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000298,scn_aemt_000100,step_000994,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_000995,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000299,scn_aemt_000100,step_000995,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_000996,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000300,scn_aemt_000100,step_000997,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_000998,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000301,scn_aemt_000101,step_001004,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001005,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000302,scn_aemt_000101,step_001005,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001006,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000303,scn_aemt_000101,step_001007,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001008,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000304,scn_aemt_000102,step_001014,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001015,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000305,scn_aemt_000102,step_001015,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001016,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000306,scn_aemt_000102,step_001017,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001018,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000307,scn_aemt_000103,step_001024,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001025,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000308,scn_aemt_000103,step_001025,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001026,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000309,scn_aemt_000103,step_001027,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001028,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000310,scn_aemt_000104,step_001034,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001035,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000311,scn_aemt_000104,step_001035,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001036,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000312,scn_aemt_000104,step_001037,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001038,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000313,scn_aemt_000105,step_001044,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001045,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000314,scn_aemt_000105,step_001045,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001046,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000315,scn_aemt_000105,step_001047,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001048,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000316,scn_aemt_000106,step_001054,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001055,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000317,scn_aemt_000106,step_001055,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001056,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000318,scn_aemt_000106,step_001057,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001058,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000319,scn_aemt_000107,step_001064,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001065,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000320,scn_aemt_000107,step_001065,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001066,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000321,scn_aemt_000107,step_001067,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001068,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000322,scn_aemt_000108,step_001074,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001075,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000323,scn_aemt_000108,step_001075,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001076,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000324,scn_aemt_000108,step_001077,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001078,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000325,scn_aemt_000109,step_001084,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001085,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000326,scn_aemt_000109,step_001085,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001086,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000327,scn_aemt_000109,step_001087,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001088,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000328,scn_aemt_000110,step_001094,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001095,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000329,scn_aemt_000110,step_001095,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001096,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000330,scn_aemt_000110,step_001097,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001098,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000331,scn_aemt_000111,step_001104,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001105,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000332,scn_aemt_000111,step_001105,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001106,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000333,scn_aemt_000111,step_001107,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001108,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000334,scn_aemt_000112,step_001114,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001115,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000335,scn_aemt_000112,step_001115,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001116,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000336,scn_aemt_000112,step_001117,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001118,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000337,scn_aemt_000113,step_001124,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001125,moderate,Debrief: explain why primary was pivotal and assign remediation.
