frm_id,source_content_type,source_content_id,foundation_id,relation_type,why_this_foundation_matters_here,trigger_threshold,weak_area_followup
frm_000200,lesson,les_aemt_000200,fdn_000001,prerequisite,Foundation supports safe interpretation of tachycardia cases.,70,Assign foundation review and two related questions.
frm_000201,lesson,les_aemt_000201,fdn_000002,prerequisite,Foundation supports safe interpretation of tachycardia cases.,70,Assign foundation review and two related questions.
frm_000202,lesson,les_aemt_000202,fdn_000003,prerequisite,Foundation supports safe interpretation of shockable rhythms cases.,70,Assign foundation review and two related questions.
frm_000203,lesson,les_aemt_000203,fdn_000004,prerequisite,Foundation supports safe interpretation of shockable rhythms cases.,70,Assign foundation review and two related questions.
frm_000204,lesson,les_aemt_000204,fdn_000005,prerequisite,Foundation supports safe interpretation of shockable rhythms cases.,70,Assign foundation review and two related questions.
frm_000205,lesson,les_aemt_000205,fdn_000006,prerequisite,Foundation supports safe interpretation of ecg basics cases.,70,Assign foundation review and two related questions.
frm_000206,lesson,les_aemt_000206,fdn_000007,prerequisite,Foundation supports safe interpretation of ecg basics cases.,70,Assign foundation review and two related questions.
frm_000207,lesson,les_aemt_000207,fdn_000008,prerequisite,Foundation supports safe interpretation of ecg basics cases.,70,Assign foundation review and two related questions.
frm_000208,lesson,les_aemt_000208,fdn_000009,prerequisite,Foundation supports safe interpretation of twelve lead cases.,70,Assign foundation review and two related questions.
frm_000209,lesson,les_aemt_000209,fdn_000010,prerequisite,Foundation supports safe interpretation of twelve lead cases.,70,Assign foundation review and two related questions.
frm_000210,lesson,les_aemt_000210,fdn_000011,prerequisite,Foundation supports safe interpretation of twelve lead cases.,70,Assign foundation review and two related questions.
frm_000211,lesson,les_aemt_000211,fdn_000012,prerequisite,Foundation supports safe interpretation of stemi recognition cases.,70,Assign foundation review and two related questions.
frm_000212,lesson,les_aemt_000212,fdn_000013,prerequisite,Foundation supports safe interpretation of stemi recognition cases.,70,Assign foundation review and two related questions.
frm_000213,lesson,les_aemt_000213,fdn_000014,prerequisite,Foundation supports safe interpretation of stemi recognition cases.,70,Assign foundation review and two related questions.
frm_000214,lesson,les_aemt_000214,fdn_000015,prerequisite,Foundation supports safe interpretation of post rosc cases.,70,Assign foundation review and two related questions.
frm_000215,lesson,les_aemt_000215,fdn_000016,prerequisite,Foundation supports safe interpretation of post rosc cases.,70,Assign foundation review and two related questions.
frm_000216,lesson,les_aemt_000216,fdn_000017,prerequisite,Foundation supports safe interpretation of post rosc cases.,70,Assign foundation review and two related questions.
frm_000217,lesson,les_aemt_000217,fdn_000018,prerequisite,Foundation supports safe interpretation of bleeding control cases.,70,Assign foundation review and two related questions.
frm_000218,lesson,les_aemt_000218,fdn_000019,prerequisite,Foundation supports safe interpretation of bleeding control cases.,70,Assign foundation review and two related questions.
frm_000219,lesson,les_aemt_000219,fdn_000020,prerequisite,Foundation supports safe interpretation of bleeding control cases.,70,Assign foundation review and two related questions.
frm_000220,lesson,les_aemt_000220,fdn_000001,prerequisite,Foundation supports safe interpretation of shock trauma cases.,70,Assign foundation review and two related questions.
frm_000221,lesson,les_aemt_000221,fdn_000002,prerequisite,Foundation supports safe interpretation of shock trauma cases.,70,Assign foundation review and two related questions.
frm_000222,lesson,les_aemt_000222,fdn_000003,prerequisite,Foundation supports safe interpretation of shock trauma cases.,70,Assign foundation review and two related questions.
frm_000223,lesson,les_aemt_000223,fdn_000004,prerequisite,Foundation supports safe interpretation of head injury cases.,70,Assign foundation review and two related questions.
frm_000224,lesson,les_aemt_000224,fdn_000005,prerequisite,Foundation supports safe interpretation of head injury cases.,70,Assign foundation review and two related questions.
frm_000225,lesson,les_aemt_000225,fdn_000006,prerequisite,Foundation supports safe interpretation of head injury cases.,70,Assign foundation review and two related questions.
frm_000226,lesson,les_aemt_000226,fdn_000007,prerequisite,Foundation supports safe interpretation of spinal motion cases.,70,Assign foundation review and two related questions.
frm_000227,lesson,les_aemt_000227,fdn_000008,prerequisite,Foundation supports safe interpretation of spinal motion cases.,70,Assign foundation review and two related questions.
frm_000228,lesson,les_aemt_000228,fdn_000009,prerequisite,Foundation supports safe interpretation of spinal motion cases.,70,Assign foundation review and two related questions.
frm_000229,lesson,les_aemt_000229,fdn_000010,prerequisite,Foundation supports safe interpretation of chest trauma cases.,70,Assign foundation review and two related questions.
frm_000230,lesson,les_aemt_000230,fdn_000011,prerequisite,Foundation supports safe interpretation of chest trauma cases.,70,Assign foundation review and two related questions.
frm_000231,lesson,les_aemt_000231,fdn_000012,prerequisite,Foundation supports safe interpretation of chest trauma cases.,70,Assign foundation review and two related questions.
frm_000232,lesson,les_aemt_000232,fdn_000013,prerequisite,Foundation supports safe interpretation of abdominal trauma cases.,70,Assign foundation review and two related questions.
frm_000233,lesson,les_aemt_000233,fdn_000014,prerequisite,Foundation supports safe interpretation of abdominal trauma cases.,70,Assign foundation review and two related questions.
frm_000234,lesson,les_aemt_000234,fdn_000015,prerequisite,Foundation supports safe interpretation of abdominal trauma cases.,70,Assign foundation review and two related questions.
frm_000235,lesson,les_aemt_000235,fdn_000016,prerequisite,Foundation supports safe interpretation of pelvic injury cases.,70,Assign foundation review and two related questions.
frm_000236,lesson,les_aemt_000236,fdn_000017,prerequisite,Foundation supports safe interpretation of pelvic injury cases.,70,Assign foundation review and two related questions.
frm_000237,lesson,les_aemt_000237,fdn_000018,prerequisite,Foundation supports safe interpretation of pelvic injury cases.,70,Assign foundation review and two related questions.
frm_000238,lesson,les_aemt_000238,fdn_000019,prerequisite,Foundation supports safe interpretation of extremity injury cases.,70,Assign foundation review and two related questions.
frm_000239,lesson,les_aemt_000239,fdn_000020,prerequisite,Foundation supports safe interpretation of extremity injury cases.,70,Assign foundation review and two related questions.
frm_000240,lesson,les_aemt_000240,fdn_000001,prerequisite,Foundation supports safe interpretation of extremity injury cases.,70,Assign foundation review and two related questions.
frm_000241,lesson,les_aemt_000241,fdn_000002,prerequisite,Foundation supports safe interpretation of burns cases.,70,Assign foundation review and two related questions.
frm_000242,lesson,les_aemt_000242,fdn_000003,prerequisite,Foundation supports safe interpretation of burns cases.,70,Assign foundation review and two related questions.
frm_000243,lesson,les_aemt_000243,fdn_000004,prerequisite,Foundation supports safe interpretation of burns cases.,70,Assign foundation review and two related questions.
frm_000244,lesson,les_aemt_000244,fdn_000005,prerequisite,Foundation supports safe interpretation of crush injury cases.,70,Assign foundation review and two related questions.
frm_000245,lesson,les_aemt_000245,fdn_000006,prerequisite,Foundation supports safe interpretation of crush injury cases.,70,Assign foundation review and two related questions.
frm_000246,lesson,les_aemt_000246,fdn_000007,prerequisite,Foundation supports safe interpretation of crush injury cases.,70,Assign foundation review and two related questions.
frm_000247,lesson,les_aemt_000247,fdn_000008,prerequisite,Foundation supports safe interpretation of trauma triage cases.,70,Assign foundation review and two related questions.
frm_000248,lesson,les_aemt_000248,fdn_000009,prerequisite,Foundation supports safe interpretation of trauma triage cases.,70,Assign foundation review and two related questions.
frm_000249,lesson,les_aemt_000249,fdn_000010,prerequisite,Foundation supports safe interpretation of trauma triage cases.,70,Assign foundation review and two related questions.
frm_000250,lesson,les_aemt_000250,fdn_000011,prerequisite,Foundation supports safe interpretation of special trauma cases.,70,Assign foundation review and two related questions.
frm_000251,lesson,les_aemt_000251,fdn_000012,prerequisite,Foundation supports safe interpretation of special trauma cases.,70,Assign foundation review and two related questions.
frm_000252,lesson,les_aemt_000252,fdn_000013,prerequisite,Foundation supports safe interpretation of special trauma cases.,70,Assign foundation review and two related questions.
frm_000253,lesson,les_aemt_000253,fdn_000014,prerequisite,Foundation supports safe interpretation of altered mental status cases.,70,Assign foundation review and two related questions.
frm_000254,lesson,les_aemt_000254,fdn_000015,prerequisite,Foundation supports safe interpretation of altered mental status cases.,70,Assign foundation review and two related questions.
frm_000255,lesson,les_aemt_000255,fdn_000016,prerequisite,Foundation supports safe interpretation of altered mental status cases.,70,Assign foundation review and two related questions.
frm_000256,lesson,les_aemt_000256,fdn_000017,prerequisite,Foundation supports safe interpretation of stroke cases.,70,Assign foundation review and two related questions.
frm_000257,lesson,les_aemt_000257,fdn_000018,prerequisite,Foundation supports safe interpretation of stroke cases.,70,Assign foundation review and two related questions.
frm_000258,lesson,les_aemt_000258,fdn_000019,prerequisite,Foundation supports safe interpretation of stroke cases.,70,Assign foundation review and two related questions.
frm_000259,lesson,les_aemt_000259,fdn_000020,prerequisite,Foundation supports safe interpretation of seizure cases.,70,Assign foundation review and two related questions.
frm_000260,lesson,les_aemt_000260,fdn_000001,prerequisite,Foundation supports safe interpretation of seizure cases.,70,Assign foundation review and two related questions.
frm_000261,lesson,les_aemt_000261,fdn_000002,prerequisite,Foundation supports safe interpretation of seizure cases.,70,Assign foundation review and two related questions.
frm_000262,lesson,les_aemt_000262,fdn_000003,prerequisite,Foundation supports safe interpretation of diabetes cases.,70,Assign foundation review and two related questions.
frm_000263,lesson,les_aemt_000263,fdn_000004,prerequisite,Foundation supports safe interpretation of diabetes cases.,70,Assign foundation review and two related questions.
frm_000264,lesson,les_aemt_000264,fdn_000005,prerequisite,Foundation supports safe interpretation of diabetes cases.,70,Assign foundation review and two related questions.
frm_000265,lesson,les_aemt_000265,fdn_000006,prerequisite,Foundation supports safe interpretation of toxicology cases.,70,Assign foundation review and two related questions.
frm_000266,lesson,les_aemt_000266,fdn_000007,prerequisite,Foundation supports safe interpretation of toxicology cases.,70,Assign foundation review and two related questions.
frm_000267,lesson,les_aemt_000267,fdn_000008,prerequisite,Foundation supports safe interpretation of toxicology cases.,70,Assign foundation review and two related questions.
frm_000268,lesson,les_aemt_000268,fdn_000009,prerequisite,Foundation supports safe interpretation of sepsis cases.,70,Assign foundation review and two related questions.
frm_000269,lesson,les_aemt_000269,fdn_000010,prerequisite,Foundation supports safe interpretation of sepsis cases.,70,Assign foundation review and two related questions.
frm_000270,lesson,les_aemt_000270,fdn_000011,prerequisite,Foundation supports safe interpretation of sepsis cases.,70,Assign foundation review and two related questions.
frm_000271,lesson,les_aemt_000271,fdn_000012,prerequisite,Foundation supports safe interpretation of abdominal pain cases.,70,Assign foundation review and two related questions.
frm_000272,lesson,les_aemt_000272,fdn_000013,prerequisite,Foundation supports safe interpretation of abdominal pain cases.,70,Assign foundation review and two related questions.
frm_000273,lesson,les_aemt_000273,fdn_000014,prerequisite,Foundation supports safe interpretation of abdominal pain cases.,70,Assign foundation review and two related questions.
frm_000274,lesson,les_aemt_000274,fdn_000015,prerequisite,Foundation supports safe interpretation of renal cases.,70,Assign foundation review and two related questions.
frm_000275,lesson,les_aemt_000275,fdn_000016,prerequisite,Foundation supports safe interpretation of renal cases.,70,Assign foundation review and two related questions.
frm_000276,lesson,les_aemt_000276,fdn_000017,prerequisite,Foundation supports safe interpretation of renal cases.,70,Assign foundation review and two related questions.
frm_000277,lesson,les_aemt_000277,fdn_000018,prerequisite,Foundation supports safe interpretation of behavioral crisis cases.,70,Assign foundation review and two related questions.
frm_000278,lesson,les_aemt_000278,fdn_000019,prerequisite,Foundation supports safe interpretation of behavioral crisis cases.,70,Assign foundation review and two related questions.
frm_000279,lesson,les_aemt_000279,fdn_000020,prerequisite,Foundation supports safe interpretation of behavioral crisis cases.,70,Assign foundation review and two related questions.
frm_000280,lesson,les_aemt_000280,fdn_000001,prerequisite,Foundation supports safe interpretation of ob delivery cases.,70,Assign foundation review and two related questions.
frm_000281,lesson,les_aemt_000281,fdn_000002,prerequisite,Foundation supports safe interpretation of ob delivery cases.,70,Assign foundation review and two related questions.
frm_000282,lesson,les_aemt_000282,fdn_000003,prerequisite,Foundation supports safe interpretation of ob delivery cases.,70,Assign foundation review and two related questions.
frm_000283,lesson,les_aemt_000283,fdn_000004,prerequisite,Foundation supports safe interpretation of neonatal resuscitation cases.,70,Assign foundation review and two related questions.
frm_000284,lesson,les_aemt_000284,fdn_000005,prerequisite,Foundation supports safe interpretation of neonatal resuscitation cases.,70,Assign foundation review and two related questions.
frm_000285,lesson,les_aemt_000285,fdn_000006,prerequisite,Foundation supports safe interpretation of neonatal resuscitation cases.,70,Assign foundation review and two related questions.
frm_000286,lesson,les_aemt_000286,fdn_000007,prerequisite,Foundation supports safe interpretation of pediatrics cases.,70,Assign foundation review and two related questions.
frm_000287,lesson,les_aemt_000287,fdn_000008,prerequisite,Foundation supports safe interpretation of pediatrics cases.,70,Assign foundation review and two related questions.
frm_000288,lesson,les_aemt_000288,fdn_000009,prerequisite,Foundation supports safe interpretation of pediatrics cases.,70,Assign foundation review and two related questions.
frm_000289,lesson,les_aemt_000289,fdn_000010,prerequisite,Foundation supports safe interpretation of geriatrics cases.,70,Assign foundation review and two related questions.
frm_000290,lesson,les_aemt_000290,fdn_000011,prerequisite,Foundation supports safe interpretation of geriatrics cases.,70,Assign foundation review and two related questions.
frm_000291,lesson,les_aemt_000291,fdn_000012,prerequisite,Foundation supports safe interpretation of geriatrics cases.,70,Assign foundation review and two related questions.
frm_000292,lesson,les_aemt_000292,fdn_000013,prerequisite,Foundation supports safe interpretation of allergy anaphylaxis cases.,70,Assign foundation review and two related questions.
frm_000293,lesson,les_aemt_000293,fdn_000014,prerequisite,Foundation supports safe interpretation of allergy anaphylaxis cases.,70,Assign foundation review and two related questions.
frm_000294,lesson,les_aemt_000294,fdn_000015,prerequisite,Foundation supports safe interpretation of allergy anaphylaxis cases.,70,Assign foundation review and two related questions.
frm_000295,lesson,les_aemt_000295,fdn_000016,prerequisite,Foundation supports safe interpretation of scene safety cases.,70,Assign foundation review and two related questions.
frm_000296,lesson,les_aemt_000296,fdn_000017,prerequisite,Foundation supports safe interpretation of scene safety cases.,70,Assign foundation review and two related questions.
frm_000297,lesson,les_aemt_000297,fdn_000018,prerequisite,Foundation supports safe interpretation of scene safety cases.,70,Assign foundation review and two related questions.
frm_000298,lesson,les_aemt_000298,fdn_000019,prerequisite,Foundation supports safe interpretation of ppe infection control cases.,70,Assign foundation review and two related questions.
frm_000299,lesson,les_aemt_000299,fdn_000020,prerequisite,Foundation supports safe interpretation of ppe infection control cases.,70,Assign foundation review and two related questions.
frm_000300,lesson,les_aemt_000300,fdn_000001,prerequisite,Foundation supports safe interpretation of ppe infection control cases.,70,Assign foundation review and two related questions.
frm_000301,lesson,les_aemt_000301,fdn_000002,prerequisite,Foundation supports safe interpretation of hazmat awareness cases.,70,Assign foundation review and two related questions.
frm_000302,lesson,les_aemt_000302,fdn_000003,prerequisite,Foundation supports safe interpretation of hazmat awareness cases.,70,Assign foundation review and two related questions.
frm_000303,lesson,les_aemt_000303,fdn_000004,prerequisite,Foundation supports safe interpretation of hazmat awareness cases.,70,Assign foundation review and two related questions.
frm_000304,lesson,les_aemt_000304,fdn_000005,prerequisite,Foundation supports safe interpretation of mci triage cases.,70,Assign foundation review and two related questions.
frm_000305,lesson,les_aemt_000305,fdn_000006,prerequisite,Foundation supports safe interpretation of mci triage cases.,70,Assign foundation review and two related questions.
frm_000306,lesson,les_aemt_000306,fdn_000007,prerequisite,Foundation supports safe interpretation of mci triage cases.,70,Assign foundation review and two related questions.
frm_000307,lesson,les_aemt_000307,fdn_000008,prerequisite,Foundation supports safe interpretation of radio report cases.,70,Assign foundation review and two related questions.
frm_000308,lesson,les_aemt_000308,fdn_000009,prerequisite,Foundation supports safe interpretation of radio report cases.,70,Assign foundation review and two related questions.
frm_000309,lesson,les_aemt_000309,fdn_000010,prerequisite,Foundation supports safe interpretation of radio report cases.,70,Assign foundation review and two related questions.
frm_000310,lesson,les_aemt_000310,fdn_000011,prerequisite,Foundation supports safe interpretation of documentation cases.,70,Assign foundation review and two related questions.
frm_000311,lesson,les_aemt_000311,fdn_000012,prerequisite,Foundation supports safe interpretation of documentation cases.,70,Assign foundation review and two related questions.
frm_000312,lesson,les_aemt_000312,fdn_000013,prerequisite,Foundation supports safe interpretation of documentation cases.,70,Assign foundation review and two related questions.
frm_000313,lesson,les_aemt_000313,fdn_000014,prerequisite,Foundation supports safe interpretation of legal consent cases.,70,Assign foundation review and two related questions.
frm_000314,lesson,les_aemt_000314,fdn_000015,prerequisite,Foundation supports safe interpretation of legal consent cases.,70,Assign foundation review and two related questions.
frm_000315,lesson,les_aemt_000315,fdn_000016,prerequisite,Foundation supports safe interpretation of legal consent cases.,70,Assign foundation review and two related questions.
frm_000316,lesson,les_aemt_000316,fdn_000017,prerequisite,Foundation supports safe interpretation of refusal cases.,70,Assign foundation review and two related questions.
frm_000317,lesson,les_aemt_000317,fdn_000018,prerequisite,Foundation supports safe interpretation of refusal cases.,70,Assign foundation review and two related questions.
frm_000318,lesson,les_aemt_000318,fdn_000019,prerequisite,Foundation supports safe interpretation of refusal cases.,70,Assign foundation review and two related questions.
frm_000319,lesson,les_aemt_000319,fdn_000020,prerequisite,Foundation supports safe interpretation of interfacility cases.,70,Assign foundation review and two related questions.
frm_000320,lesson,les_aemt_000320,fdn_000001,prerequisite,Foundation supports safe interpretation of interfacility cases.,70,Assign foundation review and two related questions.
frm_000321,lesson,les_aemt_000321,fdn_000002,prerequisite,Foundation supports safe interpretation of interfacility cases.,70,Assign foundation review and two related questions.
frm_000322,lesson,les_aemt_000322,fdn_000003,prerequisite,Foundation supports safe interpretation of wellness resilience cases.,70,Assign foundation review and two related questions.
frm_000323,lesson,les_aemt_000323,fdn_000004,prerequisite,Foundation supports safe interpretation of wellness resilience cases.,70,Assign foundation review and two related questions.
frm_000324,lesson,les_aemt_000324,fdn_000005,prerequisite,Foundation supports safe interpretation of wellness resilience cases.,70,Assign foundation review and two related questions.
frm_000325,lesson,les_aemt_000325,fdn_000006,prerequisite,Foundation supports safe interpretation of ambulance ops cases.,70,Assign foundation review and two related questions.
frm_000326,lesson,les_aemt_000326,fdn_000007,prerequisite,Foundation supports safe interpretation of ambulance ops cases.,70,Assign foundation review and two related questions.
frm_000327,lesson,les_aemt_000327,fdn_000008,prerequisite,Foundation supports safe interpretation of ambulance ops cases.,70,Assign foundation review and two related questions.
frm_000328,lesson,les_aemt_000328,fdn_000009,prerequisite,Foundation supports safe interpretation of quality improvement cases.,70,Assign foundation review and two related questions.
frm_000329,lesson,les_aemt_000329,fdn_000010,prerequisite,Foundation supports safe interpretation of quality improvement cases.,70,Assign foundation review and two related questions.
frm_000330,lesson,les_aemt_000330,fdn_000011,prerequisite,Foundation supports safe interpretation of quality improvement cases.,70,Assign foundation review and two related questions.
frm_000331,lesson,les_aemt_000331,fdn_000012,prerequisite,Foundation supports safe interpretation of anatomy physiology cases.,70,Assign foundation review and two related questions.
frm_000332,lesson,les_aemt_000332,fdn_000013,prerequisite,Foundation supports safe interpretation of anatomy physiology cases.,70,Assign foundation review and two related questions.
frm_000333,lesson,les_aemt_000333,fdn_000014,prerequisite,Foundation supports safe interpretation of anatomy physiology cases.,70,Assign foundation review and two related questions.
frm_000334,lesson,les_aemt_000334,fdn_000015,prerequisite,Foundation supports safe interpretation of medical terminology cases.,70,Assign foundation review and two related questions.
frm_000335,lesson,les_aemt_000335,fdn_000016,prerequisite,Foundation supports safe interpretation of medical terminology cases.,70,Assign foundation review and two related questions.
frm_000336,lesson,les_aemt_000336,fdn_000017,prerequisite,Foundation supports safe interpretation of medical terminology cases.,70,Assign foundation review and two related questions.
frm_000337,lesson,les_aemt_000337,fdn_000018,prerequisite,Foundation supports safe interpretation of pathophysiology cases.,70,Assign foundation review and two related questions.
frm_000338,lesson,les_aemt_000338,fdn_000019,prerequisite,Foundation supports safe interpretation of pathophysiology cases.,70,Assign foundation review and two related questions.
frm_000339,lesson,les_aemt_000339,fdn_000020,prerequisite,Foundation supports safe interpretation of pathophysiology cases.,70,Assign foundation review and two related questions.
frm_000340,lesson,les_aemt_000340,fdn_000001,prerequisite,Foundation supports safe interpretation of pharmacology basics cases.,70,Assign foundation review and two related questions.
frm_000341,lesson,les_aemt_000341,fdn_000002,prerequisite,Foundation supports safe interpretation of pharmacology basics cases.,70,Assign foundation review and two related questions.
frm_000342,lesson,les_aemt_000342,fdn_000003,prerequisite,Foundation supports safe interpretation of pharmacology basics cases.,70,Assign foundation review and two related questions.
frm_000343,lesson,les_aemt_000343,fdn_000004,prerequisite,Foundation supports safe interpretation of medication math cases.,70,Assign foundation review and two related questions.
frm_000344,lesson,les_aemt_000344,fdn_000005,prerequisite,Foundation supports safe interpretation of medication math cases.,70,Assign foundation review and two related questions.
frm_000345,lesson,les_aemt_000345,fdn_000006,prerequisite,Foundation supports safe interpretation of medication math cases.,70,Assign foundation review and two related questions.
frm_000346,lesson,les_aemt_000346,fdn_000007,prerequisite,Foundation supports safe interpretation of ecg fundamentals cases.,70,Assign foundation review and two related questions.
frm_000347,lesson,les_aemt_000347,fdn_000008,prerequisite,Foundation supports safe interpretation of ecg fundamentals cases.,70,Assign foundation review and two related questions.
frm_000348,lesson,les_aemt_000348,fdn_000009,prerequisite,Foundation supports safe interpretation of ecg fundamentals cases.,70,Assign foundation review and two related questions.
frm_000349,lesson,les_aemt_000349,fdn_000010,prerequisite,Foundation supports safe interpretation of vital signs cases.,70,Assign foundation review and two related questions.
frm_000350,lesson,les_aemt_000350,fdn_000011,prerequisite,Foundation supports safe interpretation of vital signs cases.,70,Assign foundation review and two related questions.
frm_000351,lesson,les_aemt_000351,fdn_000012,prerequisite,Foundation supports safe interpretation of vital signs cases.,70,Assign foundation review and two related questions.
frm_000352,lesson,les_aemt_000352,fdn_000013,prerequisite,Foundation supports safe interpretation of assessment frameworks cases.,70,Assign foundation review and two related questions.
frm_000353,lesson,les_aemt_000353,fdn_000014,prerequisite,Foundation supports safe interpretation of assessment frameworks cases.,70,Assign foundation review and two related questions.
frm_000354,lesson,les_aemt_000354,fdn_000015,prerequisite,Foundation supports safe interpretation of assessment frameworks cases.,70,Assign foundation review and two related questions.
frm_000355,lesson,les_aemt_000355,fdn_000016,prerequisite,Foundation supports safe interpretation of communication cases.,70,Assign foundation review and two related questions.
frm_000356,lesson,les_aemt_000356,fdn_000017,prerequisite,Foundation supports safe interpretation of communication cases.,70,Assign foundation review and two related questions.
frm_000357,lesson,les_aemt_000357,fdn_000018,prerequisite,Foundation supports safe interpretation of communication cases.,70,Assign foundation review and two related questions.
frm_000358,lesson,les_aemt_000358,fdn_000019,prerequisite,Foundation supports safe interpretation of ethics cases.,70,Assign foundation review and two related questions.
frm_000359,lesson,les_aemt_000359,fdn_000020,prerequisite,Foundation supports safe interpretation of ethics cases.,70,Assign foundation review and two related questions.
frm_000360,lesson,les_aemt_000360,fdn_000001,prerequisite,Foundation supports safe interpretation of ethics cases.,70,Assign foundation review and two related questions.
frm_000361,lesson,les_paramedic_000361,fdn_000002,prerequisite,Foundation supports safe interpretation of airway anatomy cases.,70,Assign foundation review and two related questions.
frm_000362,lesson,les_paramedic_000362,fdn_000003,prerequisite,Foundation supports safe interpretation of airway anatomy cases.,70,Assign foundation review and two related questions.
frm_000363,lesson,les_paramedic_000363,fdn_000004,prerequisite,Foundation supports safe interpretation of airway anatomy cases.,70,Assign foundation review and two related questions.
frm_000364,lesson,les_paramedic_000364,fdn_000005,prerequisite,Foundation supports safe interpretation of airway assessment cases.,70,Assign foundation review and two related questions.
frm_000365,lesson,les_paramedic_000365,fdn_000006,prerequisite,Foundation supports safe interpretation of airway assessment cases.,70,Assign foundation review and two related questions.
frm_000366,lesson,les_paramedic_000366,fdn_000007,prerequisite,Foundation supports safe interpretation of airway assessment cases.,70,Assign foundation review and two related questions.
frm_000367,lesson,les_paramedic_000367,fdn_000008,prerequisite,Foundation supports safe interpretation of oxygen delivery cases.,70,Assign foundation review and two related questions.
frm_000368,lesson,les_paramedic_000368,fdn_000009,prerequisite,Foundation supports safe interpretation of oxygen delivery cases.,70,Assign foundation review and two related questions.
frm_000369,lesson,les_paramedic_000369,fdn_000010,prerequisite,Foundation supports safe interpretation of oxygen delivery cases.,70,Assign foundation review and two related questions.
frm_000370,lesson,les_paramedic_000370,fdn_000011,prerequisite,Foundation supports safe interpretation of bvm ventilation cases.,70,Assign foundation review and two related questions.
frm_000371,lesson,les_paramedic_000371,fdn_000012,prerequisite,Foundation supports safe interpretation of bvm ventilation cases.,70,Assign foundation review and two related questions.
frm_000372,lesson,les_paramedic_000372,fdn_000013,prerequisite,Foundation supports safe interpretation of bvm ventilation cases.,70,Assign foundation review and two related questions.
frm_000373,lesson,les_paramedic_000373,fdn_000014,prerequisite,Foundation supports safe interpretation of suctioning cases.,70,Assign foundation review and two related questions.
frm_000374,lesson,les_paramedic_000374,fdn_000015,prerequisite,Foundation supports safe interpretation of suctioning cases.,70,Assign foundation review and two related questions.
frm_000375,lesson,les_paramedic_000375,fdn_000016,prerequisite,Foundation supports safe interpretation of suctioning cases.,70,Assign foundation review and two related questions.
frm_000376,lesson,les_paramedic_000376,fdn_000017,prerequisite,Foundation supports safe interpretation of adjuncts cases.,70,Assign foundation review and two related questions.
frm_000377,lesson,les_paramedic_000377,fdn_000018,prerequisite,Foundation supports safe interpretation of adjuncts cases.,70,Assign foundation review and two related questions.
frm_000378,lesson,les_paramedic_000378,fdn_000019,prerequisite,Foundation supports safe interpretation of adjuncts cases.,70,Assign foundation review and two related questions.
frm_000379,lesson,les_paramedic_000379,fdn_000020,prerequisite,Foundation supports safe interpretation of cpap cases.,70,Assign foundation review and two related questions.
frm_000380,lesson,les_paramedic_000380,fdn_000001,prerequisite,Foundation supports safe interpretation of cpap cases.,70,Assign foundation review and two related questions.
frm_000381,lesson,les_paramedic_000381,fdn_000002,prerequisite,Foundation supports safe interpretation of cpap cases.,70,Assign foundation review and two related questions.
frm_000382,lesson,les_paramedic_000382,fdn_000003,prerequisite,Foundation supports safe interpretation of respiratory distress cases.,70,Assign foundation review and two related questions.
frm_000383,lesson,les_paramedic_000383,fdn_000004,prerequisite,Foundation supports safe interpretation of respiratory distress cases.,70,Assign foundation review and two related questions.
frm_000384,lesson,les_paramedic_000384,fdn_000005,prerequisite,Foundation supports safe interpretation of respiratory distress cases.,70,Assign foundation review and two related questions.
frm_000385,lesson,les_paramedic_000385,fdn_000006,prerequisite,Foundation supports safe interpretation of asthma copd cases.,70,Assign foundation review and two related questions.
frm_000386,lesson,les_paramedic_000386,fdn_000007,prerequisite,Foundation supports safe interpretation of asthma copd cases.,70,Assign foundation review and two related questions.
frm_000387,lesson,les_paramedic_000387,fdn_000008,prerequisite,Foundation supports safe interpretation of asthma copd cases.,70,Assign foundation review and two related questions.
frm_000388,lesson,les_paramedic_000388,fdn_000009,prerequisite,Foundation supports safe interpretation of pulmonary edema cases.,70,Assign foundation review and two related questions.
frm_000389,lesson,les_paramedic_000389,fdn_000010,prerequisite,Foundation supports safe interpretation of pulmonary edema cases.,70,Assign foundation review and two related questions.
frm_000390,lesson,les_paramedic_000390,fdn_000011,prerequisite,Foundation supports safe interpretation of pulmonary edema cases.,70,Assign foundation review and two related questions.
frm_000391,lesson,les_paramedic_000391,fdn_000012,prerequisite,Foundation supports safe interpretation of anaphylaxis airway cases.,70,Assign foundation review and two related questions.
frm_000392,lesson,les_paramedic_000392,fdn_000013,prerequisite,Foundation supports safe interpretation of anaphylaxis airway cases.,70,Assign foundation review and two related questions.
frm_000393,lesson,les_paramedic_000393,fdn_000014,prerequisite,Foundation supports safe interpretation of anaphylaxis airway cases.,70,Assign foundation review and two related questions.
frm_000394,lesson,les_paramedic_000394,fdn_000015,prerequisite,Foundation supports safe interpretation of ventilation monitoring cases.,70,Assign foundation review and two related questions.
frm_000395,lesson,les_paramedic_000395,fdn_000016,prerequisite,Foundation supports safe interpretation of ventilation monitoring cases.,70,Assign foundation review and two related questions.
frm_000396,lesson,les_paramedic_000396,fdn_000017,prerequisite,Foundation supports safe interpretation of ventilation monitoring cases.,70,Assign foundation review and two related questions.
frm_000397,lesson,les_paramedic_000397,fdn_000018,prerequisite,Foundation supports safe interpretation of cardiac anatomy cases.,70,Assign foundation review and two related questions.
