lesson_id,module_id,taxonomy_id,level,title,short_summary,why_it_matters,must_know_points,red_flags,contraindications_or_dangers,common_mistakes,field_pearls,difficulty_1_to_5,verification_status,review_date,national_vs_local_flag,deprecated_flag
les_emt_000112,mod_emt_000012,tax_000061,emt,Recognition and red flags in documentation,"Learn how to identify, prioritize, and manage documentation at the EMT level.",Documentation matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,3,draft,2026-05-01,core,False
les_emt_000113,mod_emt_000012,tax_000062,emt,Assessment priorities for legal consent,"Learn how to identify, prioritize, and manage legal consent at the EMT level.",Legal Consent matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,2,draft,2026-05-01,core,False
les_emt_000114,mod_emt_000012,tax_000062,emt,Recognition and red flags in legal consent,"Learn how to identify, prioritize, and manage legal consent at the EMT level.",Legal Consent matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,3,draft,2026-05-01,core,False
les_emt_000115,mod_emt_000012,tax_000063,emt,Assessment priorities for refusal,"Learn how to identify, prioritize, and manage refusal at the EMT level.",Refusal matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,2,draft,2026-05-01,core,False
les_emt_000116,mod_emt_000012,tax_000063,emt,Recognition and red flags in refusal,"Learn how to identify, prioritize, and manage refusal at the EMT level.",Refusal matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,3,draft,2026-05-01,core,False
les_emt_000117,mod_emt_000012,tax_000064,emt,Assessment priorities for interfacility,"Learn how to identify, prioritize, and manage interfacility at the EMT level.",Interfacility matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,2,draft,2026-05-01,core,False
les_emt_000118,mod_emt_000012,tax_000064,emt,Recognition and red flags in interfacility,"Learn how to identify, prioritize, and manage interfacility at the EMT level.",Interfacility matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,3,draft,2026-05-01,core,False
les_emt_000119,mod_emt_000012,tax_000065,emt,Assessment priorities for wellness resilience,"Learn how to identify, prioritize, and manage wellness resilience at the EMT level.",Wellness Resilience matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,2,draft,2026-05-01,core,False
les_emt_000120,mod_emt_000012,tax_000065,emt,Recognition and red flags in wellness resilience,"Learn how to identify, prioritize, and manage wellness resilience at the EMT level.",Wellness Resilience matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,3,draft,2026-05-01,core,False
les_emt_000121,mod_emt_000012,tax_000066,emt,Assessment priorities for ambulance ops,"Learn how to identify, prioritize, and manage ambulance ops at the EMT level.",Ambulance Ops matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,2,draft,2026-05-01,core,False
les_emt_000122,mod_emt_000012,tax_000066,emt,Recognition and red flags in ambulance ops,"Learn how to identify, prioritize, and manage ambulance ops at the EMT level.",Ambulance Ops matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,3,draft,2026-05-01,core,False
les_emt_000123,mod_emt_000012,tax_000067,emt,Assessment priorities for quality improvement,"Learn how to identify, prioritize, and manage quality improvement at the EMT level.",Quality Improvement matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,2,draft,2026-05-01,core,False
les_emt_000124,mod_emt_000012,tax_000067,emt,Recognition and red flags in quality improvement,"Learn how to identify, prioritize, and manage quality improvement at the EMT level.",Quality Improvement matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,3,draft,2026-05-01,core,False
les_emt_000125,mod_emt_000012,tax_000069,emt,Assessment priorities for anatomy physiology,"Learn how to identify, prioritize, and manage anatomy physiology at the EMT level.",Anatomy Physiology matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,2,draft,2026-05-01,core,False
les_emt_000126,mod_emt_000012,tax_000069,emt,Recognition and red flags in anatomy physiology,"Learn how to identify, prioritize, and manage anatomy physiology at the EMT level.",Anatomy Physiology matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,3,draft,2026-05-01,core,False
les_emt_000127,mod_emt_000012,tax_000070,emt,Assessment priorities for medical terminology,"Learn how to identify, prioritize, and manage medical terminology at the EMT level.",Medical Terminology matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,2,draft,2026-05-01,core,False
les_emt_000128,mod_emt_000012,tax_000070,emt,Recognition and red flags in medical terminology,"Learn how to identify, prioritize, and manage medical terminology at the EMT level.",Medical Terminology matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,3,draft,2026-05-01,core,False
les_emt_000129,mod_emt_000012,tax_000071,emt,Assessment priorities for pathophysiology,"Learn how to identify, prioritize, and manage pathophysiology at the EMT level.",Pathophysiology matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,2,draft,2026-05-01,core,False
les_emt_000130,mod_emt_000012,tax_000071,emt,Recognition and red flags in pathophysiology,"Learn how to identify, prioritize, and manage pathophysiology at the EMT level.",Pathophysiology matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,3,draft,2026-05-01,core,False
les_emt_000131,mod_emt_000012,tax_000072,emt,Assessment priorities for pharmacology basics,"Learn how to identify, prioritize, and manage pharmacology basics at the EMT level.",Pharmacology Basics matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,2,draft,2026-05-01,core,False
les_emt_000132,mod_emt_000012,tax_000072,emt,Recognition and red flags in pharmacology basics,"Learn how to identify, prioritize, and manage pharmacology basics at the EMT level.",Pharmacology Basics matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,3,draft,2026-05-01,core,False
les_emt_000133,mod_emt_000012,tax_000073,emt,Assessment priorities for medication math,"Learn how to identify, prioritize, and manage medication math at the EMT level.",Medication Math matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,2,draft,2026-05-01,core,False
les_emt_000134,mod_emt_000012,tax_000073,emt,Recognition and red flags in medication math,"Learn how to identify, prioritize, and manage medication math at the EMT level.",Medication Math matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,3,draft,2026-05-01,core,False
les_emt_000135,mod_emt_000012,tax_000074,emt,Assessment priorities for ecg fundamentals,"Learn how to identify, prioritize, and manage ecg fundamentals at the EMT level.",Ecg Fundamentals matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,2,draft,2026-05-01,core,False
les_emt_000136,mod_emt_000012,tax_000074,emt,Recognition and red flags in ecg fundamentals,"Learn how to identify, prioritize, and manage ecg fundamentals at the EMT level.",Ecg Fundamentals matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,3,draft,2026-05-01,core,False
les_emt_000137,mod_emt_000012,tax_000075,emt,Assessment priorities for vital signs,"Learn how to identify, prioritize, and manage vital signs at the EMT level.",Vital Signs matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,2,draft,2026-05-01,core,False
les_emt_000138,mod_emt_000012,tax_000075,emt,Recognition and red flags in vital signs,"Learn how to identify, prioritize, and manage vital signs at the EMT level.",Vital Signs matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,3,draft,2026-05-01,core,False
les_emt_000139,mod_emt_000012,tax_000076,emt,Assessment priorities for assessment frameworks,"Learn how to identify, prioritize, and manage assessment frameworks at the EMT level.",Assessment Frameworks matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,2,draft,2026-05-01,core,False
les_emt_000140,mod_emt_000012,tax_000076,emt,Recognition and red flags in assessment frameworks,"Learn how to identify, prioritize, and manage assessment frameworks at the EMT level.",Assessment Frameworks matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,3,draft,2026-05-01,core,False
les_emt_000141,mod_emt_000012,tax_000077,emt,Assessment priorities for communication,"Learn how to identify, prioritize, and manage communication at the EMT level.",Communication matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,2,draft,2026-05-01,core,False
les_emt_000142,mod_emt_000012,tax_000077,emt,Recognition and red flags in communication,"Learn how to identify, prioritize, and manage communication at the EMT level.",Communication matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,3,draft,2026-05-01,core,False
les_emt_000143,mod_emt_000012,tax_000078,emt,Assessment priorities for ethics,"Learn how to identify, prioritize, and manage ethics at the EMT level.",Ethics matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,2,draft,2026-05-01,core,False
les_emt_000144,mod_emt_000012,tax_000078,emt,Recognition and red flags in ethics,"Learn how to identify, prioritize, and manage ethics at the EMT level.",Ethics matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,3,draft,2026-05-01,core,False
les_aemt_000145,mod_aemt_000018,tax_000002,aemt,Assessment priorities for airway anatomy,"Learn how to identify, prioritize, and manage airway anatomy at the AEMT level.",Airway Anatomy matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,2,draft,2026-05-01,core,False
les_aemt_000146,mod_aemt_000018,tax_000002,aemt,Recognition and red flags in airway anatomy,"Learn how to identify, prioritize, and manage airway anatomy at the AEMT level.",Airway Anatomy matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,3,draft,2026-05-01,core,False
les_aemt_000147,mod_aemt_000018,tax_000002,aemt,Initial management for airway anatomy,"Learn how to identify, prioritize, and manage airway anatomy at the AEMT level.",Airway Anatomy matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,4,draft,2026-05-01,core,False
les_aemt_000148,mod_aemt_000018,tax_000003,aemt,Assessment priorities for airway assessment,"Learn how to identify, prioritize, and manage airway assessment at the AEMT level.",Airway Assessment matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,2,draft,2026-05-01,core,False
les_aemt_000149,mod_aemt_000018,tax_000003,aemt,Recognition and red flags in airway assessment,"Learn how to identify, prioritize, and manage airway assessment at the AEMT level.",Airway Assessment matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,3,draft,2026-05-01,core,False
les_aemt_000150,mod_aemt_000018,tax_000003,aemt,Initial management for airway assessment,"Learn how to identify, prioritize, and manage airway assessment at the AEMT level.",Airway Assessment matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,4,draft,2026-05-01,core,False
les_aemt_000151,mod_aemt_000018,tax_000004,aemt,Assessment priorities for oxygen delivery,"Learn how to identify, prioritize, and manage oxygen delivery at the AEMT level.",Oxygen Delivery matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,2,draft,2026-05-01,core,False
les_aemt_000152,mod_aemt_000018,tax_000004,aemt,Recognition and red flags in oxygen delivery,"Learn how to identify, prioritize, and manage oxygen delivery at the AEMT level.",Oxygen Delivery matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,3,draft,2026-05-01,core,False
les_aemt_000153,mod_aemt_000018,tax_000004,aemt,Initial management for oxygen delivery,"Learn how to identify, prioritize, and manage oxygen delivery at the AEMT level.",Oxygen Delivery matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,4,draft,2026-05-01,core,False
les_aemt_000154,mod_aemt_000018,tax_000005,aemt,Assessment priorities for bvm ventilation,"Learn how to identify, prioritize, and manage bvm ventilation at the AEMT level.",Bvm Ventilation matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,2,draft,2026-05-01,core,False
les_aemt_000155,mod_aemt_000018,tax_000005,aemt,Recognition and red flags in bvm ventilation,"Learn how to identify, prioritize, and manage bvm ventilation at the AEMT level.",Bvm Ventilation matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,3,draft,2026-05-01,core,False
les_aemt_000156,mod_aemt_000018,tax_000005,aemt,Initial management for bvm ventilation,"Learn how to identify, prioritize, and manage bvm ventilation at the AEMT level.",Bvm Ventilation matters because poor recognition can delay critical care and transport decisions.,"Use scene safety, primary assessment, vital signs, patient story, red flags, reassessment, and local protocol.","Severe distress, altered mental status, poor perfusion, hypotension, cyanosis, chest pain, neuro deficit, abnormal breathing.",Do not exceed scope; avoid tunnel vision; verify contraindications and reassess after interventions.,"Skipping primary assessment, ignoring trends, treating numbers instead of patient, forgetting pediatric differences.",Make one priority decision at a time; explain why each intervention changes outcome.,4,draft,2026-05-01,core,False
