option_id,question_id,option_key,option_text,display_order,is_correct
opt_000459,q_emt_000115,C,Unverified bystander rumor,3,False
opt_000460,q_emt_000115,D,Exact brand of stretcher,4,False
opt_000461,q_emt_000116,A,Airway compromise,1,True
opt_000462,q_emt_000116,B,Mild anxiety,2,False
opt_000463,q_emt_000116,C,Normal skin color,3,False
opt_000464,q_emt_000116,D,Stable vital signs,4,False
opt_000465,q_emt_000117,A,Ask a detailed medication history,1,False
opt_000466,q_emt_000117,B,Perform a primary assessment and correct life threats,2,True
opt_000467,q_emt_000117,C,Complete the refusal form,3,False
opt_000468,q_emt_000117,D,Wait for ALS before touching the patient,4,False
opt_000469,q_emt_000118,A,Hypotension,1,True
opt_000470,q_emt_000118,B,Mild isolated nausea,2,False
opt_000471,q_emt_000118,C,Altered mental status,3,True
opt_000472,q_emt_000118,D,Normal capillary refill,4,False
opt_000473,q_emt_000119,A,Finish the narrative,1,False
opt_000474,q_emt_000119,B,Call the supervisor first,2,False
opt_000475,q_emt_000119,C,Ignore changes if destination is close,3,False
opt_000476,q_emt_000119,D,"Reassess ABCs, treat immediate threats, and update the hospital",4,True
opt_000477,q_emt_000120,A,Trend in vitals and response to treatment,1,True
opt_000478,q_emt_000120,B,Your lunch status,2,False
opt_000479,q_emt_000120,C,Unverified bystander rumor,3,False
opt_000480,q_emt_000120,D,Exact brand of stretcher,4,False
opt_000481,q_emt_000121,A,Airway compromise,1,True
opt_000482,q_emt_000121,B,Mild anxiety,2,False
opt_000483,q_emt_000121,C,Normal skin color,3,False
opt_000484,q_emt_000121,D,Stable vital signs,4,False
opt_000485,q_emt_000122,A,Ask a detailed medication history,1,False
opt_000486,q_emt_000122,B,Perform a primary assessment and correct life threats,2,True
opt_000487,q_emt_000122,C,Complete the refusal form,3,False
opt_000488,q_emt_000122,D,Wait for ALS before touching the patient,4,False
opt_000489,q_emt_000123,A,Hypotension,1,True
opt_000490,q_emt_000123,B,Mild isolated nausea,2,False
opt_000491,q_emt_000123,C,Altered mental status,3,True
opt_000492,q_emt_000123,D,Normal capillary refill,4,False
opt_000493,q_emt_000124,A,Finish the narrative,1,False
opt_000494,q_emt_000124,B,Call the supervisor first,2,False
opt_000495,q_emt_000124,C,Ignore changes if destination is close,3,False
opt_000496,q_emt_000124,D,"Reassess ABCs, treat immediate threats, and update the hospital",4,True
opt_000497,q_emt_000125,A,Trend in vitals and response to treatment,1,True
opt_000498,q_emt_000125,B,Your lunch status,2,False
opt_000499,q_emt_000125,C,Unverified bystander rumor,3,False
opt_000500,q_emt_000125,D,Exact brand of stretcher,4,False
opt_000501,q_emt_000126,A,Airway compromise,1,True
opt_000502,q_emt_000126,B,Mild anxiety,2,False
opt_000503,q_emt_000126,C,Normal skin color,3,False
opt_000504,q_emt_000126,D,Stable vital signs,4,False
opt_000505,q_emt_000127,A,Ask a detailed medication history,1,False
opt_000506,q_emt_000127,B,Perform a primary assessment and correct life threats,2,True
opt_000507,q_emt_000127,C,Complete the refusal form,3,False
opt_000508,q_emt_000127,D,Wait for ALS before touching the patient,4,False
opt_000509,q_emt_000128,A,Hypotension,1,True
opt_000510,q_emt_000128,B,Mild isolated nausea,2,False
opt_000511,q_emt_000128,C,Altered mental status,3,True
opt_000512,q_emt_000128,D,Normal capillary refill,4,False
opt_000513,q_emt_000129,A,Finish the narrative,1,False
opt_000514,q_emt_000129,B,Call the supervisor first,2,False
opt_000515,q_emt_000129,C,Ignore changes if destination is close,3,False
opt_000516,q_emt_000129,D,"Reassess ABCs, treat immediate threats, and update the hospital",4,True
opt_000517,q_emt_000130,A,Trend in vitals and response to treatment,1,True
opt_000518,q_emt_000130,B,Your lunch status,2,False
opt_000519,q_emt_000130,C,Unverified bystander rumor,3,False
opt_000520,q_emt_000130,D,Exact brand of stretcher,4,False
opt_000521,q_emt_000131,A,Airway compromise,1,True
opt_000522,q_emt_000131,B,Mild anxiety,2,False
opt_000523,q_emt_000131,C,Normal skin color,3,False
opt_000524,q_emt_000131,D,Stable vital signs,4,False
opt_000525,q_emt_000132,A,Ask a detailed medication history,1,False
opt_000526,q_emt_000132,B,Perform a primary assessment and correct life threats,2,True
opt_000527,q_emt_000132,C,Complete the refusal form,3,False
opt_000528,q_emt_000132,D,Wait for ALS before touching the patient,4,False
opt_000529,q_emt_000133,A,Hypotension,1,True
opt_000530,q_emt_000133,B,Mild isolated nausea,2,False
opt_000531,q_emt_000133,C,Altered mental status,3,True
opt_000532,q_emt_000133,D,Normal capillary refill,4,False
opt_000533,q_emt_000134,A,Finish the narrative,1,False
opt_000534,q_emt_000134,B,Call the supervisor first,2,False
opt_000535,q_emt_000134,C,Ignore changes if destination is close,3,False
opt_000536,q_emt_000134,D,"Reassess ABCs, treat immediate threats, and update the hospital",4,True
opt_000537,q_emt_000135,A,Trend in vitals and response to treatment,1,True
opt_000538,q_emt_000135,B,Your lunch status,2,False
opt_000539,q_emt_000135,C,Unverified bystander rumor,3,False
opt_000540,q_emt_000135,D,Exact brand of stretcher,4,False
opt_000541,q_emt_000136,A,Airway compromise,1,True
opt_000542,q_emt_000136,B,Mild anxiety,2,False
opt_000543,q_emt_000136,C,Normal skin color,3,False
opt_000544,q_emt_000136,D,Stable vital signs,4,False
opt_000545,q_emt_000137,A,Ask a detailed medication history,1,False
opt_000546,q_emt_000137,B,Perform a primary assessment and correct life threats,2,True
opt_000547,q_emt_000137,C,Complete the refusal form,3,False
opt_000548,q_emt_000137,D,Wait for ALS before touching the patient,4,False
opt_000549,q_emt_000138,A,Hypotension,1,True
opt_000550,q_emt_000138,B,Mild isolated nausea,2,False
opt_000551,q_emt_000138,C,Altered mental status,3,True
opt_000552,q_emt_000138,D,Normal capillary refill,4,False
opt_000553,q_emt_000139,A,Finish the narrative,1,False
opt_000554,q_emt_000139,B,Call the supervisor first,2,False
opt_000555,q_emt_000139,C,Ignore changes if destination is close,3,False
opt_000556,q_emt_000139,D,"Reassess ABCs, treat immediate threats, and update the hospital",4,True
opt_000557,q_emt_000140,A,Trend in vitals and response to treatment,1,True
opt_000558,q_emt_000140,B,Your lunch status,2,False
opt_000559,q_emt_000140,C,Unverified bystander rumor,3,False
opt_000560,q_emt_000140,D,Exact brand of stretcher,4,False
opt_000561,q_emt_000141,A,Airway compromise,1,True
opt_000562,q_emt_000141,B,Mild anxiety,2,False
opt_000563,q_emt_000141,C,Normal skin color,3,False
opt_000564,q_emt_000141,D,Stable vital signs,4,False
opt_000565,q_emt_000142,A,Ask a detailed medication history,1,False
opt_000566,q_emt_000142,B,Perform a primary assessment and correct life threats,2,True
opt_000567,q_emt_000142,C,Complete the refusal form,3,False
opt_000568,q_emt_000142,D,Wait for ALS before touching the patient,4,False
opt_000569,q_emt_000143,A,Hypotension,1,True
opt_000570,q_emt_000143,B,Mild isolated nausea,2,False
opt_000571,q_emt_000143,C,Altered mental status,3,True
opt_000572,q_emt_000143,D,Normal capillary refill,4,False
opt_000573,q_emt_000144,A,Finish the narrative,1,False
opt_000574,q_emt_000144,B,Call the supervisor first,2,False
opt_000575,q_emt_000144,C,Ignore changes if destination is close,3,False
opt_000576,q_emt_000144,D,"Reassess ABCs, treat immediate threats, and update the hospital",4,True
opt_000577,q_emt_000145,A,Trend in vitals and response to treatment,1,True
opt_000578,q_emt_000145,B,Your lunch status,2,False
opt_000579,q_emt_000145,C,Unverified bystander rumor,3,False
opt_000580,q_emt_000145,D,Exact brand of stretcher,4,False
opt_000581,q_emt_000146,A,Airway compromise,1,True
opt_000582,q_emt_000146,B,Mild anxiety,2,False
opt_000583,q_emt_000146,C,Normal skin color,3,False
opt_000584,q_emt_000146,D,Stable vital signs,4,False
opt_000585,q_emt_000147,A,Ask a detailed medication history,1,False
opt_000586,q_emt_000147,B,Perform a primary assessment and correct life threats,2,True
opt_000587,q_emt_000147,C,Complete the refusal form,3,False
opt_000588,q_emt_000147,D,Wait for ALS before touching the patient,4,False
opt_000589,q_emt_000148,A,Hypotension,1,True
opt_000590,q_emt_000148,B,Mild isolated nausea,2,False
opt_000591,q_emt_000148,C,Altered mental status,3,True
opt_000592,q_emt_000148,D,Normal capillary refill,4,False
opt_000593,q_emt_000149,A,Finish the narrative,1,False
opt_000594,q_emt_000149,B,Call the supervisor first,2,False
opt_000595,q_emt_000149,C,Ignore changes if destination is close,3,False
opt_000596,q_emt_000149,D,"Reassess ABCs, treat immediate threats, and update the hospital",4,True
opt_000597,q_emt_000150,A,Trend in vitals and response to treatment,1,True
opt_000598,q_emt_000150,B,Your lunch status,2,False
opt_000599,q_emt_000150,C,Unverified bystander rumor,3,False
opt_000600,q_emt_000150,D,Exact brand of stretcher,4,False
opt_000601,q_emt_000151,A,Airway compromise,1,True
opt_000602,q_emt_000151,B,Mild anxiety,2,False
opt_000603,q_emt_000151,C,Normal skin color,3,False
opt_000604,q_emt_000151,D,Stable vital signs,4,False
opt_000605,q_emt_000152,A,Ask a detailed medication history,1,False
opt_000606,q_emt_000152,B,Perform a primary assessment and correct life threats,2,True
opt_000607,q_emt_000152,C,Complete the refusal form,3,False
opt_000608,q_emt_000152,D,Wait for ALS before touching the patient,4,False
opt_000609,q_emt_000153,A,Hypotension,1,True
opt_000610,q_emt_000153,B,Mild isolated nausea,2,False
opt_000611,q_emt_000153,C,Altered mental status,3,True
opt_000612,q_emt_000153,D,Normal capillary refill,4,False
opt_000613,q_emt_000154,A,Finish the narrative,1,False
opt_000614,q_emt_000154,B,Call the supervisor first,2,False
opt_000615,q_emt_000154,C,Ignore changes if destination is close,3,False
opt_000616,q_emt_000154,D,"Reassess ABCs, treat immediate threats, and update the hospital",4,True
opt_000617,q_emt_000155,A,Trend in vitals and response to treatment,1,True
opt_000618,q_emt_000155,B,Your lunch status,2,False
opt_000619,q_emt_000155,C,Unverified bystander rumor,3,False
opt_000620,q_emt_000155,D,Exact brand of stretcher,4,False
opt_000621,q_emt_000156,A,Airway compromise,1,True
opt_000622,q_emt_000156,B,Mild anxiety,2,False
opt_000623,q_emt_000156,C,Normal skin color,3,False
opt_000624,q_emt_000156,D,Stable vital signs,4,False
opt_000625,q_emt_000157,A,Ask a detailed medication history,1,False
opt_000626,q_emt_000157,B,Perform a primary assessment and correct life threats,2,True
opt_000627,q_emt_000157,C,Complete the refusal form,3,False
opt_000628,q_emt_000157,D,Wait for ALS before touching the patient,4,False
opt_000629,q_emt_000158,A,Hypotension,1,True
opt_000630,q_emt_000158,B,Mild isolated nausea,2,False
opt_000631,q_emt_000158,C,Altered mental status,3,True
opt_000632,q_emt_000158,D,Normal capillary refill,4,False
opt_000633,q_emt_000159,A,Finish the narrative,1,False
opt_000634,q_emt_000159,B,Call the supervisor first,2,False
opt_000635,q_emt_000159,C,Ignore changes if destination is close,3,False
opt_000636,q_emt_000159,D,"Reassess ABCs, treat immediate threats, and update the hospital",4,True
opt_000637,q_emt_000160,A,Trend in vitals and response to treatment,1,True
opt_000638,q_emt_000160,B,Your lunch status,2,False
opt_000639,q_emt_000160,C,Unverified bystander rumor,3,False
opt_000640,q_emt_000160,D,Exact brand of stretcher,4,False
opt_000641,q_aemt_000161,A,Airway compromise,1,True
opt_000642,q_aemt_000161,B,Mild anxiety,2,False
opt_000643,q_aemt_000161,C,Normal skin color,3,False
opt_000644,q_aemt_000161,D,Stable vital signs,4,False
opt_000645,q_aemt_000162,A,Ask a detailed medication history,1,False
opt_000646,q_aemt_000162,B,Perform a primary assessment and correct life threats,2,True
opt_000647,q_aemt_000162,C,Complete the refusal form,3,False
opt_000648,q_aemt_000162,D,Wait for ALS before touching the patient,4,False
opt_000649,q_aemt_000163,A,Hypotension,1,True
opt_000650,q_aemt_000163,B,Mild isolated nausea,2,False
opt_000651,q_aemt_000163,C,Altered mental status,3,True
opt_000652,q_aemt_000163,D,Normal capillary refill,4,False
opt_000653,q_aemt_000164,A,Finish the narrative,1,False
opt_000654,q_aemt_000164,B,Call the supervisor first,2,False
opt_000655,q_aemt_000164,C,Ignore changes if destination is close,3,False
opt_000656,q_aemt_000164,D,"Reassess ABCs, treat immediate threats, and update the hospital",4,True
opt_000657,q_aemt_000165,A,Trend in vitals and response to treatment,1,True
opt_000658,q_aemt_000165,B,Your lunch status,2,False
opt_000659,q_aemt_000165,C,Unverified bystander rumor,3,False
opt_000660,q_aemt_000165,D,Exact brand of stretcher,4,False
opt_000661,q_aemt_000166,A,Airway compromise,1,True
opt_000662,q_aemt_000166,B,Mild anxiety,2,False
opt_000663,q_aemt_000166,C,Normal skin color,3,False
opt_000664,q_aemt_000166,D,Stable vital signs,4,False
opt_000665,q_aemt_000167,A,Ask a detailed medication history,1,False
opt_000666,q_aemt_000167,B,Perform a primary assessment and correct life threats,2,True
opt_000667,q_aemt_000167,C,Complete the refusal form,3,False
opt_000668,q_aemt_000167,D,Wait for ALS before touching the patient,4,False
opt_000669,q_aemt_000168,A,Hypotension,1,True
opt_000670,q_aemt_000168,B,Mild isolated nausea,2,False
opt_000671,q_aemt_000168,C,Altered mental status,3,True
opt_000672,q_aemt_000168,D,Normal capillary refill,4,False
opt_000673,q_aemt_000169,A,Finish the narrative,1,False
opt_000674,q_aemt_000169,B,Call the supervisor first,2,False
opt_000675,q_aemt_000169,C,Ignore changes if destination is close,3,False
opt_000676,q_aemt_000169,D,"Reassess ABCs, treat immediate threats, and update the hospital",4,True
opt_000677,q_aemt_000170,A,Trend in vitals and response to treatment,1,True
opt_000678,q_aemt_000170,B,Your lunch status,2,False
opt_000679,q_aemt_000170,C,Unverified bystander rumor,3,False
opt_000680,q_aemt_000170,D,Exact brand of stretcher,4,False
opt_000681,q_aemt_000171,A,Airway compromise,1,True
opt_000682,q_aemt_000171,B,Mild anxiety,2,False
opt_000683,q_aemt_000171,C,Normal skin color,3,False
opt_000684,q_aemt_000171,D,Stable vital signs,4,False
opt_000685,q_aemt_000172,A,Ask a detailed medication history,1,False
opt_000686,q_aemt_000172,B,Perform a primary assessment and correct life threats,2,True
opt_000687,q_aemt_000172,C,Complete the refusal form,3,False
opt_000688,q_aemt_000172,D,Wait for ALS before touching the patient,4,False
opt_000689,q_aemt_000173,A,Hypotension,1,True
opt_000690,q_aemt_000173,B,Mild isolated nausea,2,False
opt_000691,q_aemt_000173,C,Altered mental status,3,True
opt_000692,q_aemt_000173,D,Normal capillary refill,4,False
opt_000693,q_aemt_000174,A,Finish the narrative,1,False
opt_000694,q_aemt_000174,B,Call the supervisor first,2,False
opt_000695,q_aemt_000174,C,Ignore changes if destination is close,3,False
opt_000696,q_aemt_000174,D,"Reassess ABCs, treat immediate threats, and update the hospital",4,True
opt_000697,q_aemt_000175,A,Trend in vitals and response to treatment,1,True
opt_000698,q_aemt_000175,B,Your lunch status,2,False
opt_000699,q_aemt_000175,C,Unverified bystander rumor,3,False
opt_000700,q_aemt_000175,D,Exact brand of stretcher,4,False
opt_000701,q_aemt_000176,A,Airway compromise,1,True
opt_000702,q_aemt_000176,B,Mild anxiety,2,False
opt_000703,q_aemt_000176,C,Normal skin color,3,False
opt_000704,q_aemt_000176,D,Stable vital signs,4,False
opt_000705,q_aemt_000177,A,Ask a detailed medication history,1,False
opt_000706,q_aemt_000177,B,Perform a primary assessment and correct life threats,2,True
opt_000707,q_aemt_000177,C,Complete the refusal form,3,False
opt_000708,q_aemt_000177,D,Wait for ALS before touching the patient,4,False
opt_000709,q_aemt_000178,A,Hypotension,1,True
opt_000710,q_aemt_000178,B,Mild isolated nausea,2,False
opt_000711,q_aemt_000178,C,Altered mental status,3,True
opt_000712,q_aemt_000178,D,Normal capillary refill,4,False
opt_000713,q_aemt_000179,A,Finish the narrative,1,False
opt_000714,q_aemt_000179,B,Call the supervisor first,2,False
opt_000715,q_aemt_000179,C,Ignore changes if destination is close,3,False
opt_000716,q_aemt_000179,D,"Reassess ABCs, treat immediate threats, and update the hospital",4,True
opt_000717,q_aemt_000180,A,Trend in vitals and response to treatment,1,True
opt_000718,q_aemt_000180,B,Your lunch status,2,False
opt_000719,q_aemt_000180,C,Unverified bystander rumor,3,False
opt_000720,q_aemt_000180,D,Exact brand of stretcher,4,False
opt_000721,q_aemt_000181,A,Airway compromise,1,True
opt_000722,q_aemt_000181,B,Mild anxiety,2,False
opt_000723,q_aemt_000181,C,Normal skin color,3,False
opt_000724,q_aemt_000181,D,Stable vital signs,4,False
opt_000725,q_aemt_000182,A,Ask a detailed medication history,1,False
opt_000726,q_aemt_000182,B,Perform a primary assessment and correct life threats,2,True
opt_000727,q_aemt_000182,C,Complete the refusal form,3,False
opt_000728,q_aemt_000182,D,Wait for ALS before touching the patient,4,False
opt_000729,q_aemt_000183,A,Hypotension,1,True
opt_000730,q_aemt_000183,B,Mild isolated nausea,2,False
opt_000731,q_aemt_000183,C,Altered mental status,3,True
opt_000732,q_aemt_000183,D,Normal capillary refill,4,False
opt_000733,q_aemt_000184,A,Finish the narrative,1,False
opt_000734,q_aemt_000184,B,Call the supervisor first,2,False
opt_000735,q_aemt_000184,C,Ignore changes if destination is close,3,False
opt_000736,q_aemt_000184,D,"Reassess ABCs, treat immediate threats, and update the hospital",4,True
opt_000737,q_aemt_000185,A,Trend in vitals and response to treatment,1,True
opt_000738,q_aemt_000185,B,Your lunch status,2,False
opt_000739,q_aemt_000185,C,Unverified bystander rumor,3,False
opt_000740,q_aemt_000185,D,Exact brand of stretcher,4,False
opt_000741,q_aemt_000186,A,Airway compromise,1,True
opt_000742,q_aemt_000186,B,Mild anxiety,2,False
opt_000743,q_aemt_000186,C,Normal skin color,3,False
opt_000744,q_aemt_000186,D,Stable vital signs,4,False
opt_000745,q_aemt_000187,A,Ask a detailed medication history,1,False
opt_000746,q_aemt_000187,B,Perform a primary assessment and correct life threats,2,True
opt_000747,q_aemt_000187,C,Complete the refusal form,3,False
opt_000748,q_aemt_000187,D,Wait for ALS before touching the patient,4,False
opt_000749,q_aemt_000188,A,Hypotension,1,True
opt_000750,q_aemt_000188,B,Mild isolated nausea,2,False
opt_000751,q_aemt_000188,C,Altered mental status,3,True
opt_000752,q_aemt_000188,D,Normal capillary refill,4,False
opt_000753,q_aemt_000189,A,Finish the narrative,1,False
opt_000754,q_aemt_000189,B,Call the supervisor first,2,False
opt_000755,q_aemt_000189,C,Ignore changes if destination is close,3,False
opt_000756,q_aemt_000189,D,"Reassess ABCs, treat immediate threats, and update the hospital",4,True
opt_000757,q_aemt_000190,A,Trend in vitals and response to treatment,1,True
opt_000758,q_aemt_000190,B,Your lunch status,2,False
opt_000759,q_aemt_000190,C,Unverified bystander rumor,3,False
opt_000760,q_aemt_000190,D,Exact brand of stretcher,4,False
opt_000761,q_aemt_000191,A,Airway compromise,1,True
opt_000762,q_aemt_000191,B,Mild anxiety,2,False
opt_000763,q_aemt_000191,C,Normal skin color,3,False
opt_000764,q_aemt_000191,D,Stable vital signs,4,False
opt_000765,q_aemt_000192,A,Ask a detailed medication history,1,False
opt_000766,q_aemt_000192,B,Perform a primary assessment and correct life threats,2,True
opt_000767,q_aemt_000192,C,Complete the refusal form,3,False
opt_000768,q_aemt_000192,D,Wait for ALS before touching the patient,4,False
opt_000769,q_aemt_000193,A,Hypotension,1,True
opt_000770,q_aemt_000193,B,Mild isolated nausea,2,False
opt_000771,q_aemt_000193,C,Altered mental status,3,True
opt_000772,q_aemt_000193,D,Normal capillary refill,4,False
opt_000773,q_aemt_000194,A,Finish the narrative,1,False
opt_000774,q_aemt_000194,B,Call the supervisor first,2,False
opt_000775,q_aemt_000194,C,Ignore changes if destination is close,3,False
opt_000776,q_aemt_000194,D,"Reassess ABCs, treat immediate threats, and update the hospital",4,True
opt_000777,q_aemt_000195,A,Trend in vitals and response to treatment,1,True
opt_000778,q_aemt_000195,B,Your lunch status,2,False
opt_000779,q_aemt_000195,C,Unverified bystander rumor,3,False
opt_000780,q_aemt_000195,D,Exact brand of stretcher,4,False
opt_000781,q_aemt_000196,A,Airway compromise,1,True
opt_000782,q_aemt_000196,B,Mild anxiety,2,False
opt_000783,q_aemt_000196,C,Normal skin color,3,False
opt_000784,q_aemt_000196,D,Stable vital signs,4,False
opt_000785,q_aemt_000197,A,Ask a detailed medication history,1,False
opt_000786,q_aemt_000197,B,Perform a primary assessment and correct life threats,2,True
opt_000787,q_aemt_000197,C,Complete the refusal form,3,False
opt_000788,q_aemt_000197,D,Wait for ALS before touching the patient,4,False
opt_000789,q_aemt_000198,A,Hypotension,1,True
opt_000790,q_aemt_000198,B,Mild isolated nausea,2,False
opt_000791,q_aemt_000198,C,Altered mental status,3,True
opt_000792,q_aemt_000198,D,Normal capillary refill,4,False
opt_000793,q_aemt_000199,A,Finish the narrative,1,False
opt_000794,q_aemt_000199,B,Call the supervisor first,2,False
opt_000795,q_aemt_000199,C,Ignore changes if destination is close,3,False
opt_000796,q_aemt_000199,D,"Reassess ABCs, treat immediate threats, and update the hospital",4,True
opt_000797,q_aemt_000200,A,Trend in vitals and response to treatment,1,True
opt_000798,q_aemt_000200,B,Your lunch status,2,False
opt_000799,q_aemt_000200,C,Unverified bystander rumor,3,False
opt_000800,q_aemt_000200,D,Exact brand of stretcher,4,False
opt_000801,q_aemt_000201,A,Airway compromise,1,True
opt_000802,q_aemt_000201,B,Mild anxiety,2,False
opt_000803,q_aemt_000201,C,Normal skin color,3,False
opt_000804,q_aemt_000201,D,Stable vital signs,4,False
opt_000805,q_aemt_000202,A,Ask a detailed medication history,1,False
opt_000806,q_aemt_000202,B,Perform a primary assessment and correct life threats,2,True
opt_000807,q_aemt_000202,C,Complete the refusal form,3,False
opt_000808,q_aemt_000202,D,Wait for ALS before touching the patient,4,False
opt_000809,q_aemt_000203,A,Hypotension,1,True
opt_000810,q_aemt_000203,B,Mild isolated nausea,2,False
opt_000811,q_aemt_000203,C,Altered mental status,3,True
opt_000812,q_aemt_000203,D,Normal capillary refill,4,False
opt_000813,q_aemt_000204,A,Finish the narrative,1,False
opt_000814,q_aemt_000204,B,Call the supervisor first,2,False
opt_000815,q_aemt_000204,C,Ignore changes if destination is close,3,False
opt_000816,q_aemt_000204,D,"Reassess ABCs, treat immediate threats, and update the hospital",4,True
opt_000817,q_aemt_000205,A,Trend in vitals and response to treatment,1,True
opt_000818,q_aemt_000205,B,Your lunch status,2,False
opt_000819,q_aemt_000205,C,Unverified bystander rumor,3,False
opt_000820,q_aemt_000205,D,Exact brand of stretcher,4,False
opt_000821,q_aemt_000206,A,Airway compromise,1,True
opt_000822,q_aemt_000206,B,Mild anxiety,2,False
opt_000823,q_aemt_000206,C,Normal skin color,3,False
opt_000824,q_aemt_000206,D,Stable vital signs,4,False
opt_000825,q_aemt_000207,A,Ask a detailed medication history,1,False
opt_000826,q_aemt_000207,B,Perform a primary assessment and correct life threats,2,True
opt_000827,q_aemt_000207,C,Complete the refusal form,3,False
opt_000828,q_aemt_000207,D,Wait for ALS before touching the patient,4,False
opt_000829,q_aemt_000208,A,Hypotension,1,True
opt_000830,q_aemt_000208,B,Mild isolated nausea,2,False
opt_000831,q_aemt_000208,C,Altered mental status,3,True
opt_000832,q_aemt_000208,D,Normal capillary refill,4,False
opt_000833,q_aemt_000209,A,Finish the narrative,1,False
opt_000834,q_aemt_000209,B,Call the supervisor first,2,False
opt_000835,q_aemt_000209,C,Ignore changes if destination is close,3,False
opt_000836,q_aemt_000209,D,"Reassess ABCs, treat immediate threats, and update the hospital",4,True
opt_000837,q_aemt_000210,A,Trend in vitals and response to treatment,1,True
opt_000838,q_aemt_000210,B,Your lunch status,2,False
opt_000839,q_aemt_000210,C,Unverified bystander rumor,3,False
opt_000840,q_aemt_000210,D,Exact brand of stretcher,4,False
opt_000841,q_aemt_000211,A,Airway compromise,1,True
opt_000842,q_aemt_000211,B,Mild anxiety,2,False
opt_000843,q_aemt_000211,C,Normal skin color,3,False
opt_000844,q_aemt_000211,D,Stable vital signs,4,False
opt_000845,q_aemt_000212,A,Ask a detailed medication history,1,False
opt_000846,q_aemt_000212,B,Perform a primary assessment and correct life threats,2,True
opt_000847,q_aemt_000212,C,Complete the refusal form,3,False
opt_000848,q_aemt_000212,D,Wait for ALS before touching the patient,4,False
opt_000849,q_aemt_000213,A,Hypotension,1,True
opt_000850,q_aemt_000213,B,Mild isolated nausea,2,False
opt_000851,q_aemt_000213,C,Altered mental status,3,True
opt_000852,q_aemt_000213,D,Normal capillary refill,4,False
opt_000853,q_aemt_000214,A,Finish the narrative,1,False
opt_000854,q_aemt_000214,B,Call the supervisor first,2,False
opt_000855,q_aemt_000214,C,Ignore changes if destination is close,3,False
opt_000856,q_aemt_000214,D,"Reassess ABCs, treat immediate threats, and update the hospital",4,True
opt_000857,q_aemt_000215,A,Trend in vitals and response to treatment,1,True
opt_000858,q_aemt_000215,B,Your lunch status,2,False
opt_000859,q_aemt_000215,C,Unverified bystander rumor,3,False
opt_000860,q_aemt_000215,D,Exact brand of stretcher,4,False
opt_000861,q_aemt_000216,A,Airway compromise,1,True
opt_000862,q_aemt_000216,B,Mild anxiety,2,False
opt_000863,q_aemt_000216,C,Normal skin color,3,False
opt_000864,q_aemt_000216,D,Stable vital signs,4,False
opt_000865,q_aemt_000217,A,Ask a detailed medication history,1,False
opt_000866,q_aemt_000217,B,Perform a primary assessment and correct life threats,2,True
opt_000867,q_aemt_000217,C,Complete the refusal form,3,False
opt_000868,q_aemt_000217,D,Wait for ALS before touching the patient,4,False
opt_000869,q_aemt_000218,A,Hypotension,1,True
opt_000870,q_aemt_000218,B,Mild isolated nausea,2,False
opt_000871,q_aemt_000218,C,Altered mental status,3,True
opt_000872,q_aemt_000218,D,Normal capillary refill,4,False
opt_000873,q_aemt_000219,A,Finish the narrative,1,False
opt_000874,q_aemt_000219,B,Call the supervisor first,2,False
opt_000875,q_aemt_000219,C,Ignore changes if destination is close,3,False
opt_000876,q_aemt_000219,D,"Reassess ABCs, treat immediate threats, and update the hospital",4,True
opt_000877,q_aemt_000220,A,Trend in vitals and response to treatment,1,True
opt_000878,q_aemt_000220,B,Your lunch status,2,False
opt_000879,q_aemt_000220,C,Unverified bystander rumor,3,False
opt_000880,q_aemt_000220,D,Exact brand of stretcher,4,False
opt_000881,q_aemt_000221,A,Airway compromise,1,True
opt_000882,q_aemt_000221,B,Mild anxiety,2,False
opt_000883,q_aemt_000221,C,Normal skin color,3,False
opt_000884,q_aemt_000221,D,Stable vital signs,4,False
opt_000885,q_aemt_000222,A,Ask a detailed medication history,1,False
opt_000886,q_aemt_000222,B,Perform a primary assessment and correct life threats,2,True
opt_000887,q_aemt_000222,C,Complete the refusal form,3,False
opt_000888,q_aemt_000222,D,Wait for ALS before touching the patient,4,False
opt_000889,q_aemt_000223,A,Hypotension,1,True
opt_000890,q_aemt_000223,B,Mild isolated nausea,2,False
opt_000891,q_aemt_000223,C,Altered mental status,3,True
opt_000892,q_aemt_000223,D,Normal capillary refill,4,False
opt_000893,q_aemt_000224,A,Finish the narrative,1,False
opt_000894,q_aemt_000224,B,Call the supervisor first,2,False
opt_000895,q_aemt_000224,C,Ignore changes if destination is close,3,False
opt_000896,q_aemt_000224,D,"Reassess ABCs, treat immediate threats, and update the hospital",4,True
opt_000897,q_aemt_000225,A,Trend in vitals and response to treatment,1,True
opt_000898,q_aemt_000225,B,Your lunch status,2,False
opt_000899,q_aemt_000225,C,Unverified bystander rumor,3,False
opt_000900,q_aemt_000225,D,Exact brand of stretcher,4,False
opt_000901,q_aemt_000226,A,Airway compromise,1,True
opt_000902,q_aemt_000226,B,Mild anxiety,2,False
opt_000903,q_aemt_000226,C,Normal skin color,3,False
opt_000904,q_aemt_000226,D,Stable vital signs,4,False
opt_000905,q_aemt_000227,A,Ask a detailed medication history,1,False
opt_000906,q_aemt_000227,B,Perform a primary assessment and correct life threats,2,True
opt_000907,q_aemt_000227,C,Complete the refusal form,3,False
opt_000908,q_aemt_000227,D,Wait for ALS before touching the patient,4,False
