question_id,taxonomy_id,level,scenario_id_nullable,ecg_id_nullable,item_type,difficulty_1_to_5,cognitive_level,stem,answer_format,correct_answer_key,common_trap,remediation_rule_id_nullable,national_vs_local_flag,verification_status
q_emt_000109,,emt,scn_paramedic_000141,,clinical_judgment,4,judgment,"The patient worsens during transport. What should you prioritize? Topic focus: Stroke. Level: EMT. This is an original NREMT-style study item, not an exam item.",structured,D,Prioritization trap: treating an isolated detail instead of the patient.,rem_000010,core,draft
q_emt_000110,,emt,,,scenario_cluster,5,analysis,"Which handoff detail is most important to include? Topic focus: Seizure. Level: EMT. This is an original NREMT-style study item, not an exam item.",structured,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000011,core,draft
q_emt_000111,,emt,scn_paramedic_000147,,single_best_answer,1,recall,"Which finding is most concerning in this patient? Topic focus: Diabetes. Level: EMT. This is an original NREMT-style study item, not an exam item.",choose_best,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000012,core,draft
q_emt_000112,,emt,,,single_best_answer,2,application,"What is the best next action? Topic focus: Toxicology. Level: EMT. This is an original NREMT-style study item, not an exam item.",choose_best,B,Prioritization trap: treating an isolated detail instead of the patient.,rem_000013,core,draft
q_emt_000113,,emt,scn_paramedic_000153,,multiple_response,3,analysis,"Select the findings that would increase acuity. Topic focus: Sepsis. Level: EMT. This is an original NREMT-style study item, not an exam item.",structured,"A,C",Prioritization trap: treating an isolated detail instead of the patient.,rem_000014,core,draft
q_emt_000114,,emt,,,clinical_judgment,4,judgment,"The patient worsens during transport. What should you prioritize? Topic focus: Abdominal Pain. Level: EMT. This is an original NREMT-style study item, not an exam item.",structured,D,Prioritization trap: treating an isolated detail instead of the patient.,rem_000015,core,draft
q_emt_000115,,emt,scn_paramedic_000159,,scenario_cluster,5,analysis,"Which handoff detail is most important to include? Topic focus: Renal. Level: EMT. This is an original NREMT-style study item, not an exam item.",structured,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000016,core,draft
q_emt_000116,,emt,,,single_best_answer,1,recall,"Which finding is most concerning in this patient? Topic focus: Behavioral Crisis. Level: EMT. This is an original NREMT-style study item, not an exam item.",choose_best,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000017,core,draft
q_emt_000117,,emt,scn_paramedic_000165,,single_best_answer,2,application,"What is the best next action? Topic focus: Ob Delivery. Level: EMT. This is an original NREMT-style study item, not an exam item.",choose_best,B,Prioritization trap: treating an isolated detail instead of the patient.,rem_000018,core,draft
q_emt_000118,,emt,,,multiple_response,3,analysis,"Select the findings that would increase acuity. Topic focus: Neonatal Resuscitation. Level: EMT. This is an original NREMT-style study item, not an exam item.",structured,"A,C",Prioritization trap: treating an isolated detail instead of the patient.,rem_000019,core,draft
q_emt_000119,,emt,scn_paramedic_000171,,clinical_judgment,4,judgment,"The patient worsens during transport. What should you prioritize? Topic focus: Pediatrics. Level: EMT. This is an original NREMT-style study item, not an exam item.",structured,D,Prioritization trap: treating an isolated detail instead of the patient.,rem_000020,core,draft
q_emt_000120,,emt,,,scenario_cluster,5,analysis,"Which handoff detail is most important to include? Topic focus: Geriatrics. Level: EMT. This is an original NREMT-style study item, not an exam item.",structured,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000001,core,draft
q_emt_000121,,emt,scn_paramedic_000177,,single_best_answer,1,recall,"Which finding is most concerning in this patient? Topic focus: Allergy Anaphylaxis. Level: EMT. This is an original NREMT-style study item, not an exam item.",choose_best,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000002,core,draft
q_emt_000122,,emt,,,single_best_answer,2,application,"What is the best next action? Topic focus: Scene Safety. Level: EMT. This is an original NREMT-style study item, not an exam item.",choose_best,B,Prioritization trap: treating an isolated detail instead of the patient.,rem_000003,core,draft
q_emt_000123,,emt,scn_paramedic_000183,,multiple_response,3,analysis,"Select the findings that would increase acuity. Topic focus: Ppe Infection Control. Level: EMT. This is an original NREMT-style study item, not an exam item.",structured,"A,C",Prioritization trap: treating an isolated detail instead of the patient.,rem_000004,core,draft
q_emt_000124,,emt,,,clinical_judgment,4,judgment,"The patient worsens during transport. What should you prioritize? Topic focus: Hazmat Awareness. Level: EMT. This is an original NREMT-style study item, not an exam item.",structured,D,Prioritization trap: treating an isolated detail instead of the patient.,rem_000005,core,draft
q_emt_000125,,emt,scn_emt_000002,,scenario_cluster,5,analysis,"Which handoff detail is most important to include? Topic focus: Mci Triage. Level: EMT. This is an original NREMT-style study item, not an exam item.",structured,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000006,core,draft
q_emt_000126,,emt,,,single_best_answer,1,recall,"Which finding is most concerning in this patient? Topic focus: Radio Report. Level: EMT. This is an original NREMT-style study item, not an exam item.",choose_best,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000007,core,draft
q_emt_000127,,emt,scn_emt_000008,,single_best_answer,2,application,"What is the best next action? Topic focus: Documentation. Level: EMT. This is an original NREMT-style study item, not an exam item.",choose_best,B,Prioritization trap: treating an isolated detail instead of the patient.,rem_000008,core,draft
q_emt_000128,,emt,,,multiple_response,3,analysis,"Select the findings that would increase acuity. Topic focus: Legal Consent. Level: EMT. This is an original NREMT-style study item, not an exam item.",structured,"A,C",Prioritization trap: treating an isolated detail instead of the patient.,rem_000009,core,draft
q_emt_000129,,emt,scn_emt_000014,,clinical_judgment,4,judgment,"The patient worsens during transport. What should you prioritize? Topic focus: Refusal. Level: EMT. This is an original NREMT-style study item, not an exam item.",structured,D,Prioritization trap: treating an isolated detail instead of the patient.,rem_000010,core,draft
q_emt_000130,,emt,,,scenario_cluster,5,analysis,"Which handoff detail is most important to include? Topic focus: Interfacility. Level: EMT. This is an original NREMT-style study item, not an exam item.",structured,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000011,core,draft
q_emt_000131,,emt,scn_emt_000020,,single_best_answer,1,recall,"Which finding is most concerning in this patient? Topic focus: Wellness Resilience. Level: EMT. This is an original NREMT-style study item, not an exam item.",choose_best,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000012,core,draft
q_emt_000132,,emt,,,single_best_answer,2,application,"What is the best next action? Topic focus: Ambulance Ops. Level: EMT. This is an original NREMT-style study item, not an exam item.",choose_best,B,Prioritization trap: treating an isolated detail instead of the patient.,rem_000013,core,draft
q_emt_000133,,emt,scn_emt_000026,,multiple_response,3,analysis,"Select the findings that would increase acuity. Topic focus: Quality Improvement. Level: EMT. This is an original NREMT-style study item, not an exam item.",structured,"A,C",Prioritization trap: treating an isolated detail instead of the patient.,rem_000014,core,draft
q_emt_000134,,emt,,,clinical_judgment,4,judgment,"The patient worsens during transport. What should you prioritize? Topic focus: Anatomy Physiology. Level: EMT. This is an original NREMT-style study item, not an exam item.",structured,D,Prioritization trap: treating an isolated detail instead of the patient.,rem_000015,core,draft
q_emt_000135,,emt,scn_emt_000032,,scenario_cluster,5,analysis,"Which handoff detail is most important to include? Topic focus: Medical Terminology. Level: EMT. This is an original NREMT-style study item, not an exam item.",structured,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000016,core,draft
q_emt_000136,,emt,,,single_best_answer,1,recall,"Which finding is most concerning in this patient? Topic focus: Pathophysiology. Level: EMT. This is an original NREMT-style study item, not an exam item.",choose_best,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000017,core,draft
q_emt_000137,,emt,scn_emt_000038,,single_best_answer,2,application,"What is the best next action? Topic focus: Pharmacology Basics. Level: EMT. This is an original NREMT-style study item, not an exam item.",choose_best,B,Prioritization trap: treating an isolated detail instead of the patient.,rem_000018,core,draft
q_emt_000138,,emt,,,multiple_response,3,analysis,"Select the findings that would increase acuity. Topic focus: Medication Math. Level: EMT. This is an original NREMT-style study item, not an exam item.",structured,"A,C",Prioritization trap: treating an isolated detail instead of the patient.,rem_000019,core,draft
q_emt_000139,,emt,scn_emt_000044,,clinical_judgment,4,judgment,"The patient worsens during transport. What should you prioritize? Topic focus: Ecg Fundamentals. Level: EMT. This is an original NREMT-style study item, not an exam item.",structured,D,Prioritization trap: treating an isolated detail instead of the patient.,rem_000020,core,draft
q_emt_000140,,emt,,,scenario_cluster,5,analysis,"Which handoff detail is most important to include? Topic focus: Vital Signs. Level: EMT. This is an original NREMT-style study item, not an exam item.",structured,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000001,core,draft
q_emt_000141,,emt,scn_emt_000050,,single_best_answer,1,recall,"Which finding is most concerning in this patient? Topic focus: Assessment Frameworks. Level: EMT. This is an original NREMT-style study item, not an exam item.",choose_best,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000002,core,draft
q_emt_000142,,emt,,,single_best_answer,2,application,"What is the best next action? Topic focus: Communication. Level: EMT. This is an original NREMT-style study item, not an exam item.",choose_best,B,Prioritization trap: treating an isolated detail instead of the patient.,rem_000003,core,draft
q_emt_000143,,emt,scn_emt_000056,,multiple_response,3,analysis,"Select the findings that would increase acuity. Topic focus: Ethics. Level: EMT. This is an original NREMT-style study item, not an exam item.",structured,"A,C",Prioritization trap: treating an isolated detail instead of the patient.,rem_000004,core,draft
q_emt_000144,,emt,,,clinical_judgment,4,judgment,"The patient worsens during transport. What should you prioritize? Topic focus: Airway Anatomy. Level: EMT. This is an original NREMT-style study item, not an exam item.",structured,D,Prioritization trap: treating an isolated detail instead of the patient.,rem_000005,core,draft
q_emt_000145,,emt,scn_emt_000062,,scenario_cluster,5,analysis,"Which handoff detail is most important to include? Topic focus: Airway Assessment. Level: EMT. This is an original NREMT-style study item, not an exam item.",structured,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000006,core,draft
q_emt_000146,,emt,,,single_best_answer,1,recall,"Which finding is most concerning in this patient? Topic focus: Oxygen Delivery. Level: EMT. This is an original NREMT-style study item, not an exam item.",choose_best,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000007,core,draft
q_emt_000147,,emt,scn_aemt_000068,,single_best_answer,2,application,"What is the best next action? Topic focus: Bvm Ventilation. Level: EMT. This is an original NREMT-style study item, not an exam item.",choose_best,B,Prioritization trap: treating an isolated detail instead of the patient.,rem_000008,core,draft
q_emt_000148,,emt,,,multiple_response,3,analysis,"Select the findings that would increase acuity. Topic focus: Suctioning. Level: EMT. This is an original NREMT-style study item, not an exam item.",structured,"A,C",Prioritization trap: treating an isolated detail instead of the patient.,rem_000009,core,draft
q_emt_000149,,emt,scn_aemt_000074,,clinical_judgment,4,judgment,"The patient worsens during transport. What should you prioritize? Topic focus: Adjuncts. Level: EMT. This is an original NREMT-style study item, not an exam item.",structured,D,Prioritization trap: treating an isolated detail instead of the patient.,rem_000010,core,draft
q_emt_000150,,emt,,,scenario_cluster,5,analysis,"Which handoff detail is most important to include? Topic focus: Cpap. Level: EMT. This is an original NREMT-style study item, not an exam item.",structured,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000011,core,draft
q_emt_000151,,emt,scn_aemt_000080,,single_best_answer,1,recall,"Which finding is most concerning in this patient? Topic focus: Respiratory Distress. Level: EMT. This is an original NREMT-style study item, not an exam item.",choose_best,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000012,core,draft
q_emt_000152,,emt,,,single_best_answer,2,application,"What is the best next action? Topic focus: Asthma Copd. Level: EMT. This is an original NREMT-style study item, not an exam item.",choose_best,B,Prioritization trap: treating an isolated detail instead of the patient.,rem_000013,core,draft
q_emt_000153,,emt,scn_aemt_000086,,multiple_response,3,analysis,"Select the findings that would increase acuity. Topic focus: Pulmonary Edema. Level: EMT. This is an original NREMT-style study item, not an exam item.",structured,"A,C",Prioritization trap: treating an isolated detail instead of the patient.,rem_000014,core,draft
q_emt_000154,,emt,,,clinical_judgment,4,judgment,"The patient worsens during transport. What should you prioritize? Topic focus: Anaphylaxis Airway. Level: EMT. This is an original NREMT-style study item, not an exam item.",structured,D,Prioritization trap: treating an isolated detail instead of the patient.,rem_000015,core,draft
q_emt_000155,,emt,scn_aemt_000092,,scenario_cluster,5,analysis,"Which handoff detail is most important to include? Topic focus: Ventilation Monitoring. Level: EMT. This is an original NREMT-style study item, not an exam item.",structured,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000016,core,draft
q_emt_000156,,emt,,,single_best_answer,1,recall,"Which finding is most concerning in this patient? Topic focus: Cardiac Anatomy. Level: EMT. This is an original NREMT-style study item, not an exam item.",choose_best,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000017,core,draft
q_emt_000157,,emt,scn_aemt_000098,,single_best_answer,2,application,"What is the best next action? Topic focus: Chest Pain. Level: EMT. This is an original NREMT-style study item, not an exam item.",choose_best,B,Prioritization trap: treating an isolated detail instead of the patient.,rem_000018,core,draft
q_emt_000158,,emt,,,multiple_response,3,analysis,"Select the findings that would increase acuity. Topic focus: Acs. Level: EMT. This is an original NREMT-style study item, not an exam item.",structured,"A,C",Prioritization trap: treating an isolated detail instead of the patient.,rem_000019,core,draft
q_emt_000159,,emt,scn_aemt_000104,,clinical_judgment,4,judgment,"The patient worsens during transport. What should you prioritize? Topic focus: Heart Failure. Level: EMT. This is an original NREMT-style study item, not an exam item.",structured,D,Prioritization trap: treating an isolated detail instead of the patient.,rem_000020,core,draft
q_emt_000160,,emt,,,scenario_cluster,5,analysis,"Which handoff detail is most important to include? Topic focus: Cardiac Arrest. Level: EMT. This is an original NREMT-style study item, not an exam item.",structured,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000001,core,draft
q_aemt_000161,,aemt,scn_aemt_000110,,single_best_answer,1,recall,"Which finding is most concerning in this patient? Topic focus: Bradycardia. Level: AEMT. This is an original NREMT-style study item, not an exam item.",choose_best,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000002,core,draft
q_aemt_000162,,aemt,,,single_best_answer,2,application,"What is the best next action? Topic focus: Tachycardia. Level: AEMT. This is an original NREMT-style study item, not an exam item.",choose_best,B,Prioritization trap: treating an isolated detail instead of the patient.,rem_000003,core,draft
q_aemt_000163,,aemt,scn_aemt_000116,,multiple_response,3,analysis,"Select the findings that would increase acuity. Topic focus: Shockable Rhythms. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,"A,C",Prioritization trap: treating an isolated detail instead of the patient.,rem_000004,core,draft
q_aemt_000164,,aemt,,,clinical_judgment,4,judgment,"The patient worsens during transport. What should you prioritize? Topic focus: Ecg Basics. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,D,Prioritization trap: treating an isolated detail instead of the patient.,rem_000005,core,draft
q_aemt_000165,,aemt,scn_paramedic_000122,,scenario_cluster,5,analysis,"Which handoff detail is most important to include? Topic focus: Twelve Lead. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000006,core,draft
q_aemt_000166,,aemt,,,single_best_answer,1,recall,"Which finding is most concerning in this patient? Topic focus: Stemi Recognition. Level: AEMT. This is an original NREMT-style study item, not an exam item.",choose_best,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000007,core,draft
q_aemt_000167,,aemt,scn_paramedic_000128,,single_best_answer,2,application,"What is the best next action? Topic focus: Post Rosc. Level: AEMT. This is an original NREMT-style study item, not an exam item.",choose_best,B,Prioritization trap: treating an isolated detail instead of the patient.,rem_000008,core,draft
q_aemt_000168,,aemt,,,multiple_response,3,analysis,"Select the findings that would increase acuity. Topic focus: Bleeding Control. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,"A,C",Prioritization trap: treating an isolated detail instead of the patient.,rem_000009,core,draft
q_aemt_000169,,aemt,scn_paramedic_000134,,clinical_judgment,4,judgment,"The patient worsens during transport. What should you prioritize? Topic focus: Shock Trauma. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,D,Prioritization trap: treating an isolated detail instead of the patient.,rem_000010,core,draft
q_aemt_000170,,aemt,,,scenario_cluster,5,analysis,"Which handoff detail is most important to include? Topic focus: Head Injury. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000011,core,draft
q_aemt_000171,,aemt,scn_paramedic_000140,,single_best_answer,1,recall,"Which finding is most concerning in this patient? Topic focus: Spinal Motion. Level: AEMT. This is an original NREMT-style study item, not an exam item.",choose_best,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000012,core,draft
q_aemt_000172,,aemt,,,single_best_answer,2,application,"What is the best next action? Topic focus: Chest Trauma. Level: AEMT. This is an original NREMT-style study item, not an exam item.",choose_best,B,Prioritization trap: treating an isolated detail instead of the patient.,rem_000013,core,draft
q_aemt_000173,,aemt,scn_paramedic_000146,,multiple_response,3,analysis,"Select the findings that would increase acuity. Topic focus: Abdominal Trauma. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,"A,C",Prioritization trap: treating an isolated detail instead of the patient.,rem_000014,core,draft
q_aemt_000174,,aemt,,,clinical_judgment,4,judgment,"The patient worsens during transport. What should you prioritize? Topic focus: Pelvic Injury. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,D,Prioritization trap: treating an isolated detail instead of the patient.,rem_000015,core,draft
q_aemt_000175,,aemt,scn_paramedic_000152,,scenario_cluster,5,analysis,"Which handoff detail is most important to include? Topic focus: Extremity Injury. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000016,core,draft
q_aemt_000176,,aemt,,,single_best_answer,1,recall,"Which finding is most concerning in this patient? Topic focus: Burns. Level: AEMT. This is an original NREMT-style study item, not an exam item.",choose_best,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000017,core,draft
q_aemt_000177,,aemt,scn_paramedic_000158,,single_best_answer,2,application,"What is the best next action? Topic focus: Crush Injury. Level: AEMT. This is an original NREMT-style study item, not an exam item.",choose_best,B,Prioritization trap: treating an isolated detail instead of the patient.,rem_000018,core,draft
q_aemt_000178,,aemt,,,multiple_response,3,analysis,"Select the findings that would increase acuity. Topic focus: Trauma Triage. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,"A,C",Prioritization trap: treating an isolated detail instead of the patient.,rem_000019,core,draft
q_aemt_000179,,aemt,scn_paramedic_000164,,clinical_judgment,4,judgment,"The patient worsens during transport. What should you prioritize? Topic focus: Special Trauma. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,D,Prioritization trap: treating an isolated detail instead of the patient.,rem_000020,core,draft
q_aemt_000180,,aemt,,,scenario_cluster,5,analysis,"Which handoff detail is most important to include? Topic focus: Altered Mental Status. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000001,core,draft
q_aemt_000181,,aemt,scn_paramedic_000170,,single_best_answer,1,recall,"Which finding is most concerning in this patient? Topic focus: Stroke. Level: AEMT. This is an original NREMT-style study item, not an exam item.",choose_best,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000002,core,draft
q_aemt_000182,,aemt,,,single_best_answer,2,application,"What is the best next action? Topic focus: Seizure. Level: AEMT. This is an original NREMT-style study item, not an exam item.",choose_best,B,Prioritization trap: treating an isolated detail instead of the patient.,rem_000003,core,draft
q_aemt_000183,,aemt,scn_paramedic_000176,,multiple_response,3,analysis,"Select the findings that would increase acuity. Topic focus: Diabetes. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,"A,C",Prioritization trap: treating an isolated detail instead of the patient.,rem_000004,core,draft
q_aemt_000184,,aemt,,,clinical_judgment,4,judgment,"The patient worsens during transport. What should you prioritize? Topic focus: Toxicology. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,D,Prioritization trap: treating an isolated detail instead of the patient.,rem_000005,core,draft
q_aemt_000185,,aemt,scn_paramedic_000182,,scenario_cluster,5,analysis,"Which handoff detail is most important to include? Topic focus: Sepsis. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000006,core,draft
q_aemt_000186,,aemt,,,single_best_answer,1,recall,"Which finding is most concerning in this patient? Topic focus: Abdominal Pain. Level: AEMT. This is an original NREMT-style study item, not an exam item.",choose_best,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000007,core,draft
q_aemt_000187,,aemt,scn_emt_000001,,single_best_answer,2,application,"What is the best next action? Topic focus: Renal. Level: AEMT. This is an original NREMT-style study item, not an exam item.",choose_best,B,Prioritization trap: treating an isolated detail instead of the patient.,rem_000008,core,draft
q_aemt_000188,,aemt,,,multiple_response,3,analysis,"Select the findings that would increase acuity. Topic focus: Behavioral Crisis. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,"A,C",Prioritization trap: treating an isolated detail instead of the patient.,rem_000009,core,draft
q_aemt_000189,,aemt,scn_emt_000007,,clinical_judgment,4,judgment,"The patient worsens during transport. What should you prioritize? Topic focus: Ob Delivery. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,D,Prioritization trap: treating an isolated detail instead of the patient.,rem_000010,core,draft
q_aemt_000190,,aemt,,,scenario_cluster,5,analysis,"Which handoff detail is most important to include? Topic focus: Neonatal Resuscitation. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000011,core,draft
q_aemt_000191,,aemt,scn_emt_000013,,single_best_answer,1,recall,"Which finding is most concerning in this patient? Topic focus: Pediatrics. Level: AEMT. This is an original NREMT-style study item, not an exam item.",choose_best,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000012,core,draft
q_aemt_000192,,aemt,,,single_best_answer,2,application,"What is the best next action? Topic focus: Geriatrics. Level: AEMT. This is an original NREMT-style study item, not an exam item.",choose_best,B,Prioritization trap: treating an isolated detail instead of the patient.,rem_000013,core,draft
q_aemt_000193,,aemt,scn_emt_000019,,multiple_response,3,analysis,"Select the findings that would increase acuity. Topic focus: Allergy Anaphylaxis. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,"A,C",Prioritization trap: treating an isolated detail instead of the patient.,rem_000014,core,draft
q_aemt_000194,,aemt,,,clinical_judgment,4,judgment,"The patient worsens during transport. What should you prioritize? Topic focus: Scene Safety. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,D,Prioritization trap: treating an isolated detail instead of the patient.,rem_000015,core,draft
q_aemt_000195,,aemt,scn_emt_000025,,scenario_cluster,5,analysis,"Which handoff detail is most important to include? Topic focus: Ppe Infection Control. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000016,core,draft
q_aemt_000196,,aemt,,,single_best_answer,1,recall,"Which finding is most concerning in this patient? Topic focus: Hazmat Awareness. Level: AEMT. This is an original NREMT-style study item, not an exam item.",choose_best,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000017,core,draft
q_aemt_000197,,aemt,scn_emt_000031,,single_best_answer,2,application,"What is the best next action? Topic focus: Mci Triage. Level: AEMT. This is an original NREMT-style study item, not an exam item.",choose_best,B,Prioritization trap: treating an isolated detail instead of the patient.,rem_000018,core,draft
q_aemt_000198,,aemt,,,multiple_response,3,analysis,"Select the findings that would increase acuity. Topic focus: Radio Report. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,"A,C",Prioritization trap: treating an isolated detail instead of the patient.,rem_000019,core,draft
q_aemt_000199,,aemt,scn_emt_000037,,clinical_judgment,4,judgment,"The patient worsens during transport. What should you prioritize? Topic focus: Documentation. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,D,Prioritization trap: treating an isolated detail instead of the patient.,rem_000020,core,draft
q_aemt_000200,,aemt,,,scenario_cluster,5,analysis,"Which handoff detail is most important to include? Topic focus: Legal Consent. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000001,core,draft
q_aemt_000201,,aemt,scn_emt_000043,,single_best_answer,1,recall,"Which finding is most concerning in this patient? Topic focus: Refusal. Level: AEMT. This is an original NREMT-style study item, not an exam item.",choose_best,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000002,core,draft
q_aemt_000202,,aemt,,,single_best_answer,2,application,"What is the best next action? Topic focus: Interfacility. Level: AEMT. This is an original NREMT-style study item, not an exam item.",choose_best,B,Prioritization trap: treating an isolated detail instead of the patient.,rem_000003,core,draft
q_aemt_000203,,aemt,scn_emt_000049,,multiple_response,3,analysis,"Select the findings that would increase acuity. Topic focus: Wellness Resilience. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,"A,C",Prioritization trap: treating an isolated detail instead of the patient.,rem_000004,core,draft
q_aemt_000204,,aemt,,,clinical_judgment,4,judgment,"The patient worsens during transport. What should you prioritize? Topic focus: Ambulance Ops. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,D,Prioritization trap: treating an isolated detail instead of the patient.,rem_000005,core,draft
q_aemt_000205,,aemt,scn_emt_000055,,scenario_cluster,5,analysis,"Which handoff detail is most important to include? Topic focus: Quality Improvement. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000006,core,draft
q_aemt_000206,,aemt,,,single_best_answer,1,recall,"Which finding is most concerning in this patient? Topic focus: Anatomy Physiology. Level: AEMT. This is an original NREMT-style study item, not an exam item.",choose_best,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000007,core,draft
q_aemt_000207,,aemt,scn_emt_000061,,single_best_answer,2,application,"What is the best next action? Topic focus: Medical Terminology. Level: AEMT. This is an original NREMT-style study item, not an exam item.",choose_best,B,Prioritization trap: treating an isolated detail instead of the patient.,rem_000008,core,draft
q_aemt_000208,,aemt,,,multiple_response,3,analysis,"Select the findings that would increase acuity. Topic focus: Pathophysiology. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,"A,C",Prioritization trap: treating an isolated detail instead of the patient.,rem_000009,core,draft
q_aemt_000209,,aemt,scn_aemt_000067,,clinical_judgment,4,judgment,"The patient worsens during transport. What should you prioritize? Topic focus: Pharmacology Basics. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,D,Prioritization trap: treating an isolated detail instead of the patient.,rem_000010,core,draft
q_aemt_000210,,aemt,,,scenario_cluster,5,analysis,"Which handoff detail is most important to include? Topic focus: Medication Math. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000011,core,draft
q_aemt_000211,,aemt,scn_aemt_000073,,single_best_answer,1,recall,"Which finding is most concerning in this patient? Topic focus: Ecg Fundamentals. Level: AEMT. This is an original NREMT-style study item, not an exam item.",choose_best,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000012,core,draft
q_aemt_000212,,aemt,,,single_best_answer,2,application,"What is the best next action? Topic focus: Vital Signs. Level: AEMT. This is an original NREMT-style study item, not an exam item.",choose_best,B,Prioritization trap: treating an isolated detail instead of the patient.,rem_000013,core,draft
q_aemt_000213,,aemt,scn_aemt_000079,,multiple_response,3,analysis,"Select the findings that would increase acuity. Topic focus: Assessment Frameworks. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,"A,C",Prioritization trap: treating an isolated detail instead of the patient.,rem_000014,core,draft
q_aemt_000214,,aemt,,,clinical_judgment,4,judgment,"The patient worsens during transport. What should you prioritize? Topic focus: Communication. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,D,Prioritization trap: treating an isolated detail instead of the patient.,rem_000015,core,draft
q_aemt_000215,,aemt,scn_aemt_000085,,scenario_cluster,5,analysis,"Which handoff detail is most important to include? Topic focus: Ethics. Level: AEMT. This is an original NREMT-style study item, not an exam item.",structured,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000016,core,draft
